name,position,team,price,stars,factor_letters,xpts90,form_points,justice_margin,selected,minutes,points,eligible,quality,value,form,justice,crowd
Trevoh Chalobah,DEF,Chelsea,5.400,0,,0.956,1,-0.280,1156868,25,1,False,0,0,0,0,0
Shea Lacey,MID,Man Utd,4.500,0,,0.855,1,0.040,2140,28,1,False,0,0,0,0,0
Sean Neave,FWD,Newcastle,4.300,0,,0.831,1,0.030,33063,13,1,False,0,0,0,0,0
Dean Henderson,GK,Crystal Palace,5.100,0,,0.720,2,-0.530,1165604,90,2,True,0,0,0,0,0
Raúl Jiménez Rodríguez,FWD,Fulham,5.900,0,,0.600,1,0.030,236615,18,1,False,0,0,0,0,0
Amadou Onana,MID,Aston Villa,4.800,0,,0.502,1,0.000,79897,17,1,False,0,0,0,0,0
Anthony Elanga,MID,Newcastle,6.500,0,,0.447,1,0.030,343130,24,1,False,0,0,0,0,0
Randal Kolo Muani,FWD,Spurs,6.900,0,,0.424,1,0.020,58382,17,1,False,0,0,0,0,0
Jeremie Frimpong,DEF,Liverpool,5.700,0,,0.395,1,-0.400,636667,16,1,False,0,0,0,0,0
Alisson Becker,GK,Liverpool,5.400,0,,0.394,2,-0.560,671402,90,2,True,0,0,0,0,0
Trey Nyoni,MID,Liverpool,4.300,0,,0.389,1,0.010,38414,7,1,False,0,0,0,0,0
James McAtee,MID,Nott'm Forest,5.000,0,,0.350,1,0.000,11907,12,1,False,0,0,0,0,0
Daniel James,MID,Leeds,5.200,0,,0.324,1,0.020,13538,20,1,False,0,0,0,0,0
Pape Matar Sarr,MID,Spurs,4.500,0,,0.266,0,0.000,129728,17,0,False,0,0,0,0,0
Wilfried Gnonto,MID,Leeds,5.100,0,,0.190,1,0.010,11384,21,1,False,0,0,0,0,0
Tyler Fletcher,MID,Man Utd,4.400,0,,0.175,1,0.000,1545,16,1,False,0,0,0,0,0
Zeki Amdouni,FWD,Burnley,4.800,0,,0.113,1,0.010,3346,24,1,False,0,0,0,0,0
Lamare Bogarde,DEF,Aston Villa,4.000,0,,0.108,2,-0.220,69830,72,2,True,0,0,0,0,0
Jerome Abbey,MID,Wolves,4.500,0,,0.094,1,0.000,1957,16,1,False,0,0,0,0,0
Amine Adli,MID,Bournemouth,5.400,0,,0.067,1,0.000,26977,17,1,False,0,0,0,0,0
James Maddison,MID,Spurs,6.800,0,,0.060,1,0.000,38930,8,1,False,0,0,0,0,0
Archie Gray,MID,Spurs,4.800,0,,0.060,1,0.000,18081,8,1,False,0,0,0,0,0
Toti Gomes,DEF,Wolves,4.200,0,,0.041,1,-0.420,11165,24,1,False,0,0,0,0,0
Evann Guessand,MID,Crystal Palace,6.200,0,,0.014,1,0.000,5576,28,1,False,0,0,0,0,0
Jake O'Brien,DEF,Everton,4.900,0,,0.010,1,-0.110,92641,61,1,True,0,0,0,0,0
Mohamadou Kanté,MID,West Ham,4.500,0,,0.000,1,0.000,1730,2,1,False,0,0,0,0,0
Reiss Nelson,MID,Brentford,4.800,0,,0.000,1,0.000,12347,1,1,False,0,0,0,0,0
Zépiqueno Redmond,FWD,Aston Villa,4.500,0,,0.000,0,0.000,36982,0,0,False,0,0,0,0,0
Daniel Adu-Adjei,FWD,Bournemouth,4.400,0,,0.000,0,0.000,17171,0,0,False,0,0,0,0,0
Yoane Wissa,FWD,Newcastle,7.300,0,,0.000,0,0.000,78465,24,0,False,0,0,0,0,0
Iwan Morgan,FWD,Brentford,4.400,0,,0.000,0,0.000,37086,0,0,False,0,0,0,0,0
Evan Ferguson,FWD,Brighton,5.500,0,,0.000,0,0.000,963,0,0,False,0,0,0,0,0
Stefanos Tzimas,FWD,Brighton,5.200,0,,0.000,0,0.000,9697,0,0,False,0,0,0,0,0
Lyle Foster,FWD,Burnley,4.900,0,,0.000,0,0.000,97780,0,0,False,0,0,0,0,0
Michael Obafemi,FWD,Burnley,4.400,0,,0.000,0,0.000,13626,0,0,False,0,0,0,0,0
Liam Delap,FWD,Chelsea,6.200,0,,0.000,1,0.000,120525,5,1,False,0,0,0,0,0
Nicolas Jackson,FWD,Chelsea,6.500,0,,0.000,0,0.000,9154,0,0,False,0,0,0,0,0
Marc Guiu Paz,FWD,Chelsea,4.000,0,,0.000,0,0.000,679137,0,0,False,0,0,0,0,0
Eddie Nketiah,FWD,Crystal Palace,5.400,0,,0.000,0,0.000,36804,0,0,False,0,0,0,0,0
Odsonne Édouard,FWD,Crystal Palace,5.000,0,,0.000,0,0.000,26397,0,0,False,0,0,0,0,0
Zach Marsh,FWD,Crystal Palace,4.400,0,,0.000,0,0.000,40833,0,0,False,0,0,0,0,0
Norberto Bercique Gomes Betuncal,FWD,Everton,5.100,0,,0.000,1,0.000,431598,6,1,False,0,0,0,0,0
Youssef Ramalho Chermiti,FWD,Everton,4.900,0,,0.000,0,0.000,8228,0,0,False,0,0,0,0,0
Martin Sherif,FWD,Everton,4.400,0,,0.000,0,0.000,14774,0,0,False,0,0,0,0,0
Patrick Bamford,FWD,Leeds,4.900,0,,0.000,0,0.000,42093,0,0,False,0,0,0,0,0
Mateo Joseph Fernández-Regatillo,FWD,Leeds,5.000,0,,0.000,0,0.000,1235,0,0,False,0,0,0,0,0
Darwin Núñez Ribeiro,FWD,Liverpool,6.500,0,,0.000,0,0.000,7965,0,0,False,0,0,0,0,0
Jayden Danns,FWD,Liverpool,4.300,0,,0.000,0,0.000,13376,0,0,False,0,0,0,0,0
Erling Haaland,FWD,Man City,14.700,0,,0.000,0,0.000,8184079,0,0,False,0,0,0,0,0
Rasmus Højlund,FWD,Man Utd,6.300,0,,0.000,0,0.000,32840,0,0,False,0,0,0,0,0
Joshua Zirkzee,FWD,Man Utd,5.800,0,,0.000,1,0.000,54568,16,1,False,0,0,0,0,0
Chido Obi,FWD,Man Utd,4.200,0,,0.000,0,0.000,178409,0,0,False,0,0,0,0,0
Ethan Wheatley,FWD,Man Utd,4.500,0,,0.000,0,0.000,10666,0,0,False,0,0,0,0,0
Alexander Isak,FWD,Liverpool,10.300,0,,0.000,0,0.000,491343,0,0,False,0,0,0,0,0
William Osula,FWD,Newcastle,5.500,0,,0.000,2,0.000,290681,65,2,True,0,0,0,0,0
Eliezer Mayenda Dossou,FWD,Sunderland,5.100,0,,0.000,0,0.000,64894,0,0,False,0,0,0,0,0
Ahmed Abdullahi,FWD,Sunderland,4.200,0,,0.000,0,0.000,55218,0,0,False,0,0,0,0,0
Luís Hemir Silva Semedo,FWD,Sunderland,4.400,0,,0.000,0,0.000,10436,0,0,False,0,0,0,0,0
Nazarii Rusyn,FWD,Sunderland,4.400,0,,0.000,0,0.000,10403,0,0,False,0,0,0,0,0
Dominic Solanke-Mitchell,FWD,Spurs,7.100,0,,0.000,0,0.000,144245,0,0,False,0,0,0,0,0
Will Lankshear,FWD,Spurs,4.500,0,,0.000,0,0.000,2725,0,0,False,0,0,0,0,0
Dane Scarlett,FWD,Spurs,4.300,0,,0.000,0,0.000,68119,0,0,False,0,0,0,0,0
Niclas Füllkrug,FWD,West Ham,5.600,0,,0.000,0,0.000,73513,0,0,False,0,0,0,0,0
Callum Marshall,FWD,West Ham,4.300,0,,0.000,0,0.000,64803,0,0,False,0,0,0,0,0
Fábio Soares Silva,FWD,Wolves,4.900,0,,0.000,0,0.000,21250,0,0,False,0,0,0,0,0
Saša Kalajdžić,FWD,Wolves,4.900,0,,0.000,0,0.000,6152,0,0,False,0,0,0,0,0
Leon Chiwome,FWD,Wolves,4.400,0,,0.000,0,0.000,5024,0,0,False,0,0,0,0,0
Nathan Fraser,FWD,Wolves,4.200,0,,0.000,0,0.000,228840,0,0,False,0,0,0,0,0
Hugo Ekitiké,FWD,Liverpool,9.000,0,,0.000,0,0.000,2050989,0,0,False,0,0,0,0,0
Armando Broja,FWD,Burnley,5.200,0,,0.000,0,0.000,19071,0,0,False,0,0,0,0,0
Benjamin Sesko,FWD,Man Utd,7.200,0,,0.000,0,0.000,603700,0,0,False,0,0,0,0,0
Arnaud Kalimuendo,FWD,Nott'm Forest,6.000,0,,0.000,0,0.000,14788,0,0,False,0,0,0,0,0
Christantus Uche,FWD,Crystal Palace,5.500,0,,0.000,0,0.000,7029,0,0,False,0,0,0,0,0
Jonah Kusi-Asare,FWD,Fulham,4.500,0,,0.000,0,0.000,13399,0,0,False,0,0,0,0,0
Harry Gray,FWD,Leeds,4.500,0,,0.000,0,0.000,10078,0,0,False,0,0,0,0,0
Braiden Graham,FWD,Everton,4.500,0,,0.000,0,0.000,5582,0,0,False,0,0,0,0,0
Ben Casey,FWD,Crystal Palace,4.500,0,,0.000,0,0.000,4055,0,0,False,0,0,0,0,0
Kaye Furo,FWD,Brentford,4.500,0,,0.000,0,0.000,2523,0,0,False,0,0,0,0,0
Lorenzo Lucca,FWD,Nott'm Forest,5.300,0,,0.000,0,0.000,1964,0,0,False,0,0,0,0,0
Tammy Abraham,FWD,Aston Villa,5.700,0,,0.000,0,0.000,20599,0,0,False,0,0,0,0,0
James Wilson,FWD,Spurs,4.500,0,,0.000,0,0.000,5574,0,0,False,0,0,0,0,0
Will Wright,FWD,Liverpool,4.500,0,,0.000,0,0.000,832,0,0,False,0,0,0,0,0
Shumaira Mheuka,FWD,Chelsea,4.500,0,,0.000,0,0.000,300,0,0,False,0,0,0,0,0
Lamin Sillah,FWD,Nott'm Forest,4.500,0,,0.000,0,0.000,0,0,0,False,0,0,0,0,0
Marcos Senesi Barón,DEF,Bournemouth,5.200,0,,-0.096,2,-0.710,2904597,90,2,True,0,0,0,0,0
Daniel Muñoz Mejía,DEF,Crystal Palace,5.900,0,,-0.125,1,-0.110,1201329,45,1,True,0,0,0,0,0
Adam Smith,DEF,Bournemouth,4.400,0,,-0.149,2,-0.720,30305,89,2,True,0,0,0,0,0
Leny Yoro,DEF,Man Utd,4.100,0,,-0.172,1,-0.310,159513,16,1,False,0,0,0,0,0
Rayan Aït-Nouri,DEF,Man City,5.700,0,,-0.234,1,-0.320,534077,13,1,False,0,0,0,0,0
Kyle Walker,DEF,Burnley,4.400,0,,-0.400,2,-1.040,155549,90,2,True,0,0,0,0,0
Milos Kerkez,DEF,Liverpool,5.600,0,,-0.500,1,-0.410,382177,7,1,False,0,0,0,0,0
Bashir Humphreys,DEF,Burnley,3.900,0,,-0.520,2,-1.080,15670,90,2,True,0,0,0,0,0
Axel Tuanzebe,DEF,Burnley,3.900,0,,-0.520,2,-1.080,115511,90,2,True,0,0,0,0,0
Andrés García,DEF,Aston Villa,3.900,0,,-0.820,1,-0.190,26631,45,1,True,0,0,0,0,0
Jorge Cuenca Barreno,DEF,Fulham,4.300,0,,-0.901,0,-0.110,6940,4,0,False,0,0,0,0,0
Jaka Bijol,DEF,Leeds,3.900,0,,-0.939,1,-0.960,170721,69,1,True,0,0,0,0,0
Nathaniel Clyne,DEF,Crystal Palace,3.800,0,,-0.946,1,-0.530,62080,90,1,True,0,0,0,0,0
Tyrell Malacia,DEF,Man Utd,3.700,0,,-0.993,1,-0.230,79587,8,1,False,0,0,0,0,0
Joško Gvardiol,DEF,Man City,5.800,0,,-1.023,1,-0.350,421006,12,1,False,0,0,0,0,0
Tyrick Mitchell,DEF,Crystal Palace,5.000,0,,-1.097,1,-0.360,300085,45,1,True,0,0,0,0,0
Michael Kayode,DEF,Brentford,4.600,0,,-1.299,2,-2.030,135878,90,2,True,0,0,0,0,0
Alex Murphy,DEF,Newcastle,3.800,0,,-1.502,1,-0.220,87530,6,1,False,0,0,0,0,0
Aaron Hickey,DEF,Brentford,4.000,0,,-1.781,1,-1.250,44325,30,1,False,0,0,0,0,0
Radu Drăgușin,DEF,Spurs,4.500,0,,-11.250,1,-0.250,3292,1,1,False,0,0,0,0,0
Joe Gomez,DEF,Liverpool,4.900,0,,-19.800,1,-0.440,19784,1,1,False,0,0,0,0,0
