full_name,team,Position,Price,round,opponent_team,was_home,minutes,total_points,element,fixture,kickoff_time,team_h_score,team_a_score,modified,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
dário_luís essugo,Chelsea,MD,4.5,5,Brentford,False,0,0,163,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-2058,10348,0,2058
geovany_quenda,Chelsea,MD,5.3,5,Brentford,False,19,1,164,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,2,0,0,0,0,0,0,0,3,0.4,1.8,6.0,0.8,0,0,0,0,0,0.03,0.01,0.04,1.20,53,-378,3422,155,533
joão pedro_junqueira de jesus,Chelsea,FW,7.8,5,Brentford,False,0,0,165,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,78,-487412,7300631,261391,748803
marc_guiu paz,Chelsea,FW,5.0,5,Brentford,False,0,0,168,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-4081,21634,0,4081
shumaira_mheuka,Chelsea,FW,4.5,5,Brentford,False,0,0,169,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,3579,54118,9469,5890
emmanuel_emegha,Chelsea,FW,5.0,5,Brentford,False,0,0,170,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-2659,12321,122,2781
maxence_lacroix,Chelsea,DF,6.0,5,Brentford,False,90,3,200,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,3,0,0,0,0,0,0,0,-1,29.4,1.3,4.0,3.5,11,3,1,12,1,0.13,0.01,0.14,2.65,60,-111183,749577,9497,120680
mike_penders,Chelsea,GK,4.4,5,Brentford,False,0,0,560,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,76,7232,696,620
aaron_anselmino,Chelsea,DF,4.5,5,Brentford,False,0,0,561,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-28,2152,188,216
valentín_barco,Chelsea,MD,5.4,5,Brentford,False,86,2,568,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,2,0,0,0,0,0,0,0,21,11.2,4.3,5.0,2.1,2,4,3,9,1,0.03,0.02,0.05,2.22,54,-902,13260,477,1379
pep_chavarría,Chelsea,DF,4.9,5,Brentford,False,90,1,583,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,3,0,0,0,0,0,0,0,7,17.6,27.2,4.0,4.9,6,3,3,9,1,0.04,0.04,0.08,2.65,49,-1145,16124,529,1674
mahdi_nicoll-jazuli,Chelsea,MD,4.5,5,Brentford,False,3,1,662,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,1,0,0,0,0,0,0,0,5,4.6,1.7,0.0,0.6,0,0,2,2,0,0.00,0.00,0.00,0.43,45,0,0,0,0
ethan_pinnock,Coventry City,DF,4.5,5,Nott'm Forest,False,90,8,91,47,2026-09-19T16:30:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,24,50.8,0.3,0.0,5.1,19,1,0,19,1,0.00,0.00,0.00,1.10,45,-312,7218,402,714
frank_onyeka,Coventry City,MD,4.9,5,Nott'm Forest,False,90,3,104,47,2026-09-19T16:30:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,10,9.2,1.8,0.0,1.1,4,3,2,9,1,0.00,0.00,0.00,1.10,49,-1263,10664,346,1609
carl_rushworth,Coventry City,GK,4.5,5,Nott'm Forest,False,90,11,110,47,2026-09-19T16:30:00Z,0,1,False,0,1,1,0,0,0,0,0,0,2,2,38,29.0,10.0,0.0,3.9,0,10,0,0,1,0.00,0.00,0.00,1.10,45,-11924,84063,928,12852
oliver_dovin,Coventry City,GK,4.0,5,Nott'm Forest,False,0,0,171,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-10379,112931,0,10379
ben_wilson,Coventry City,GK,4.4,5,Nott'm Forest,False,0,0,172,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-1300,39278,436,1736
bobby_thomas,Coventry City,DF,4.0,5,Nott'm Forest,False,90,9,173,47,2026-09-19T16:30:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,1,37,27.2,0.6,8.0,3.6,12,3,1,13,1,0.06,0.04,0.10,1.10,40,-45227,932075,30974,76201
liam_kitching,Coventry City,DF,4.0,5,Nott'm Forest,False,0,0,174,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-5337,38582,0,5337
milan_van ewijk,Coventry City,DF,4.0,5,Nott'm Forest,False,0,0,175,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-100781,1016866,13159,113940
jay_dasilva,Coventry City,DF,4.0,5,Nott'm Forest,False,90,15,176,47,2026-09-19T16:30:00Z,0,1,False,1,0,1,0,0,0,0,0,0,0,3,40,47.0,15.7,18.0,8.1,4,4,0,4,1,0.32,0.04,0.36,1.10,40,-4010,73323,903,4913
kaine_kesler-hayden,Coventry City,DF,4.0,5,Nott'm Forest,False,0,0,177,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-317,3839,186,503
jake_bidwell,Coventry City,DF,4.0,5,Nott'm Forest,False,0,0,178,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-211,8565,493,704
joel_latibeaudiere,Coventry City,DF,4.0,5,Nott'm Forest,False,1,1,179,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,3,7.0,0.0,0.0,0.7,2,0,0,2,0,0.00,0.00,0.00,0.02,40,-170,3922,155,325
luke_woolfenden,Coventry City,DF,4.0,5,Nott'm Forest,False,0,0,180,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1023,12244,255,1278
miguel_brau,Coventry City,DF,4.0,5,Nott'm Forest,False,0,0,181,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-280,2378,0,280
aurèle_amenda,Coventry City,DF,4.0,5,Nott'm Forest,False,0,0,182,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-7286,71956,1397,8683
jack_rudoni,Coventry City,MD,4.9,5,Nott'm Forest,False,73,5,183,47,2026-09-19T16:30:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,16,13.6,25.3,1.0,4.0,4,8,1,13,1,0.09,0.20,0.29,0.85,49,-1195,10665,549,1744
matt_grimes,Coventry City,MD,4.9,5,Nott'm Forest,False,90,3,184,47,2026-09-19T16:30:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,17,12.6,15.3,1.0,2.9,4,3,3,10,1,0.02,0.06,0.08,1.10,49,-1624,13370,594,2218
tatsuhiro_sakamoto,Coventry City,MD,4.8,5,Nott'm Forest,False,0,0,185,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,48,-850,6925,142,992
ephron_mason-clark,Coventry City,MD,5.4,5,Nott'm Forest,False,45,1,186,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,6,5.2,33.8,6.0,4.5,0,2,0,2,1,0.02,0.05,0.07,0.60,54,-836,8948,100,936
josh_eccles,Coventry City,MD,4.9,5,Nott'm Forest,False,0,0,187,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-314,1002,17,331
victor_torp,Coventry City,MD,5.4,5,Nott'm Forest,False,0,0,188,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1090,10920,52,1142
george_shepherd,Coventry City,MD,4.4,5,Nott'm Forest,False,0,0,189,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-251,30329,2708,2959
loum_tchaouna,Coventry City,MD,5.4,5,Nott'm Forest,False,45,1,190,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,5,8.4,1.2,17.0,2.7,1,2,0,3,0,0.04,0.00,0.04,0.50,54,-1058,10419,39,1097
raphael_borges rodrigues,Coventry City,MD,4.5,5,Nott'm Forest,False,0,0,191,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1935,9331,0,1935
kai_andrews,Coventry City,MD,4.5,5,Nott'm Forest,False,0,0,192,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-5803,31304,0,5803
haji_wright,Coventry City,FW,5.4,5,Nott'm Forest,False,0,0,193,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1150,7895,97,1247
brandon_thomas-asante,Coventry City,FW,5.0,5,Nott'm Forest,False,90,4,194,47,2026-09-19T16:30:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,16,15.8,0.6,19.0,3.5,6,7,3,16,1,0.13,0.01,0.13,1.10,50,-4476,81447,8488,12964
ellis_simms,Coventry City,FW,5.0,5,Nott'm Forest,False,16,1,195,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.24,50,-10520,72122,2905,13425
jahnoah_markelo,Coventry City,FW,5.0,5,Nott'm Forest,False,0,0,196,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-105,704,0,105
norman_bassette,Coventry City,FW,4.5,5,Nott'm Forest,False,0,0,197,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-273,2648,0,273
taiwo_awoniyi,Coventry City,FW,5.5,5,Nott'm Forest,False,0,0,492,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-21461,46922,586,22047
caleb_yirenkyi,Coventry City,MD,4.9,5,Nott'm Forest,False,90,3,575,47,2026-09-19T16:30:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,10,5.0,11.7,0.0,1.7,2,2,1,5,1,0.00,0.01,0.01,1.08,49,-2510,15964,236,2746
gustavo_hamer,Coventry City,MD,5.4,5,Nott'm Forest,False,0,0,584,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-947,10051,64,1011
sidiki_cherif,Coventry City,FW,5.0,5,Nott'm Forest,False,0,0,599,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,173,10975,1653,1480
dan_bentley,Coventry City,GK,4.0,5,Nott'm Forest,False,0,0,623,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,10344,66230,13315,2971
yann_gboho,Coventry City,MD,5.5,5,Nott'm Forest,False,0,0,655,47,2026-09-19T16:30:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,91,195,133,42
stephen_mfuni,Coventry City,DF,4.0,5,Nott'm Forest,False,90,6,656,47,2026-09-19T16:30:00Z,0,1,False,0,0,1,0,0,0,0,0,0,0,0,27,17.6,0.7,4.0,2.2,7,3,1,8,1,0.00,0.01,0.01,1.10,40,3967,10713,5501,1534
evann_guessand,Crystal Palace,MD,5.4,5,Leeds,False,0,0,42,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-483,4188,319,802
axel_disasi,Crystal Palace,DF,4.5,5,Leeds,False,0,0,153,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-5081,7522,157,5238
dean_henderson,Crystal Palace,GK,5.0,5,Leeds,False,0,0,198,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-59712,148996,210,59922
walter_benítez,Crystal Palace,GK,4.5,5,Leeds,False,90,6,199,44,2026-09-20T13:00:00Z,0,0,False,0,0,1,0,0,0,0,0,0,2,0,26,18.6,0.0,0.0,1.9,1,4,0,0,1,0.00,0.00,0.00,1.31,45,618,12323,1413,795
chris_richards,Crystal Palace,DF,5.0,5,Leeds,False,90,8,202,44,2026-09-20T13:00:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,29,22.6,0.5,0.0,2.3,8,3,2,10,1,0.00,0.01,0.01,1.31,50,-7644,63648,1854,9498
jaydee_canvot,Crystal Palace,DF,4.9,5,Leeds,False,90,8,203,44,2026-09-20T13:00:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,26,19.8,17.2,2.0,3.9,9,5,1,10,1,0.00,0.12,0.12,1.31,49,-4457,20646,259,4716
tyrick_mitchell,Crystal Palace,DF,4.5,5,Leeds,False,90,7,204,44,2026-09-20T13:00:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,1,30,19.2,3.7,6.0,2.9,3,8,5,8,1,0.00,0.02,0.02,1.31,45,-51939,647215,21781,73720
borna_sosa,Crystal Palace,DF,4.5,5,Leeds,False,0,0,205,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-274,1673,0,274
chadi_riad dnanou,Crystal Palace,DF,4.4,5,Leeds,False,0,0,206,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-330,2215,53,383
oscar_mingueza,Crystal Palace,DF,4.4,5,Leeds,False,0,0,207,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-708,6288,250,958
ismaïla_sarr,Crystal Palace,MD,6.2,5,Leeds,False,8,1,208,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.1,0,0,0,0,0,0.00,0.01,0.01,0.06,62,-10945,67923,1443,12388
adam_wharton,Crystal Palace,MD,5.5,5,Leeds,False,90,2,210,44,2026-09-20T13:00:00Z,0,0,False,0,0,1,0,0,0,0,1,0,0,0,13,20.0,26.8,13.0,6.0,4,1,2,7,1,0.07,0.22,0.29,1.31,55,-9048,82270,2827,11875
yéremy_pino santos,Crystal Palace,MD,5.5,5,Leeds,False,81,2,211,44,2026-09-20T13:00:00Z,0,0,False,0,0,1,0,0,0,0,1,0,0,0,10,9.4,8.3,10.0,2.8,2,3,0,5,1,0.16,0.15,0.31,1.26,55,-12233,38017,1928,14161
will_hughes,Crystal Palace,MD,4.4,5,Leeds,False,0,0,212,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-71924,838201,29011,100935
jefferson_lerma solís,Crystal Palace,MD,4.9,5,Leeds,False,45,0,213,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,1,0,0,0,3,15.4,0.5,11.0,2.7,6,3,2,11,0,0.26,0.00,0.26,0.77,49,-677,7985,179,856
daichi_kamada,Crystal Palace,MD,5.0,5,Leeds,False,90,3,214,44,2026-09-20T13:00:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,12,1.8,4.0,27.0,3.3,0,9,1,10,1,0.42,0.03,0.45,1.31,50,14554,59125,22401,7847
justin_devenny,Crystal Palace,MD,5.0,5,Leeds,False,0,0,215,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-124,537,0,124
romain_esse,Crystal Palace,MD,5.0,5,Leeds,False,0,0,216,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-405,1807,0,405
matheus_frança de oliveira,Crystal Palace,MD,4.9,5,Leeds,False,0,0,217,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-675,1249,0,675
cheick_doucouré,Crystal Palace,MD,4.9,5,Leeds,False,0,0,218,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-576,5232,272,848
jesurun_rak-sakyi,Crystal Palace,MD,4.9,5,Leeds,False,0,0,219,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-101,390,0,101
rio_cardines,Crystal Palace,DF,4.5,5,Leeds,False,0,0,220,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-8,132,0,8
joél_drakes-thomas,Crystal Palace,MD,4.5,5,Leeds,False,0,0,221,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-630,7788,360,990
jørgen_strand larsen,Crystal Palace,FW,6.0,5,Leeds,False,81,2,222,44,2026-09-20T13:00:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,10,13.2,15.1,13.0,4.1,3,0,0,3,1,0.04,0.17,0.21,1.26,60,4053,69381,15191,11138
jean-philippe_mateta,Crystal Palace,FW,6.3,5,Leeds,False,0,0,223,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,63,-29302,148086,232,29534
eddie_nketiah,Crystal Palace,FW,5.5,5,Leeds,False,8,1,224,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.6,0.0,0.0,0,1,0,1,0,0.00,0.02,0.02,0.06,55,-21953,55856,1026,22979
christantus_uche,Crystal Palace,FW,5.0,5,Leeds,False,0,0,225,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,0,0,0
dwight_mcneil,Crystal Palace,MD,5.4,5,Leeds,False,0,0,241,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1374,12442,185,1559
remi_matthews,Crystal Palace,GK,4.0,5,Leeds,False,0,0,555,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-2332,185661,3461,5793
takehiro_tomiyasu,Crystal Palace,DF,4.4,5,Leeds,False,45,1,577,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,4,10.6,10.6,2.0,2.3,3,0,0,3,1,0.00,0.01,0.01,0.54,44,-2327,29233,497,2824
anan_khalaili,Crystal Palace,DF,5.0,5,Leeds,False,90,6,588,44,2026-09-20T13:00:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,23,15.8,2.5,2.0,2.0,4,11,2,6,1,0.00,0.02,0.02,1.31,50,-717,31883,5814,6531
zavier_gozo,Crystal Palace,MD,5.0,5,Leeds,False,0,0,595,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-117,1330,81,198
honest_ahanor,Crystal Palace,DF,4.5,5,Leeds,False,0,0,633,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,470,1692,710,240
ben_chilwell,Crystal Palace,DF,4.5,5,Leeds,False,0,0,643,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-6188,50011,3269,9457
quinten_timber,Crystal Palace,MD,5.0,5,Leeds,False,90,3,644,44,2026-09-20T13:00:00Z,0,0,False,0,0,1,0,0,0,0,0,0,0,0,13,8.4,24.0,6.0,3.8,2,1,2,5,1,0.12,0.03,0.15,1.31,50,782,3505,1410,628
darío_osorio,Crystal Palace,MD,5.5,5,Leeds,False,0,0,647,44,2026-09-20T13:00:00Z,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-91,833,80,171
christian_nørgaard,Everton,MD,4.9,5,Ipswich Town,True,0,0,21,43,2026-09-19T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-737,4666,46,783
brennan_johnson,Everton,MD,5.9,5,Ipswich Town,True,65,3,209,43,2026-09-19T14:00:00Z,1,0,False,0,0,1,0,0,0,0,0,0,0,0,6,0.0,0.6,10.0,1.0,1,4,3,8,1,0.82,0.00,0.82,1.06,59,847,13882,2308,1461
jordan_pickford,Everton,GK,5.5,5,Ipswich Town,True,90,8,226,43,2026-09-19T14:00:00Z,1,0,False,0,0,1,0,0,0,0,0,0,4,1,34,35.0,0.0,0.0,3.5,1,7,0,0,1,0.00,0.00,0.00,1.44,55,36703,1016911,77729,41026
mark_travers,Everton,GK,5.0,5,Ipswich Town,True,0,0,227,43,2026-09-19T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,114,4152,576,462
tom_king,Everton,GK,4.5,5,Ipswich Town,True,0,0,228,43,2026-09-19T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-53,4710,243,296
james_tarkowski,Everton,DF,6.1,5,Ipswich Town,True,90,14,229,43,2026-09-19T14:00:00Z,1,0,False,0,1,1,0,0,0,0,0,0,0,3,43,36.0,10.7,1.0,4.8,11,5,1,12,1,0.01,0.01,0.02,1.44,61,243664,1610335,292865,49201
jarrad_branthwaite,Everton,DF,5.5,5,Ipswich Town,True,90,8,230,43,2026-09-19T14:00:00Z,1,0,False,0,0,1,0,0,0,0,0,0,0,0,27,32.6,0.9,0.0,3.4,14,3,0,14,1,0.00,0.00,0.00,1.44,55,36903,255437,50096,13193
michael_keane,Everton,DF,4.8,5,Ipswich Town,True,0,0,231,43,2026-09-19T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,48,-10126,83228,2083,12209
jake_o'brien,Everton,DF,4.9,5,Ipswich Town,True,1,1,232,43,2026-09-19T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,1,1,0,1,0,0.00,0.00,0.00,0.16,49,-1516,31104,1257,2773
vitalii_mykolenko,Everton,DF,4.5,5,Ipswich Town,True,90,5,233,43,2026-09-19T14:00:00Z,1,0,False,0,0,1,0,0,0,0,1,0,0,0,29,18.8,7.1,7.0,3.3,3,11,3,6,1,0.04,0.02,0.06,1.44,45,214484,463207,238606,24122
nathan_patterson,Everton,DF,4.5,5,Ipswich Town,True,0,0,234,43,2026-09-19T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-321,1666,0,321
adam_aznou,Everton,DF,4.0,5,Ipswich Town,True,0,0,235,43,2026-09-19T14:00:00Z,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1647,10301,0,1647
