full_name,team,Position,Price,round,opponent_team,was_home,minutes,total_points,element,fixture,kickoff_time,team_h_score,team_a_score,modified,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
alex_tóth,Bournemouth,MD,4.9,5,Liverpool,True,2,1,76,49,2026-09-20T13:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.25,49,-80,1445,62,142
amine_adli,Bournemouth,MD,4.9,5,Liverpool,True,0,0,77,49,2026-09-20T13:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-184,1387,25,209
junior_kroupi,Bournemouth,MD,7.4,5,Liverpool,True,0,0,78,49,2026-09-20T13:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,74,-1688,19554,141,1829
francisco evanilson_de lima barbosa,Bournemouth,FW,6.0,5,Liverpool,True,90,2,79,49,2026-09-20T13:00:00Z,0,1,False,0,0,0,1,0,0,0,0,0,0,0,12,11.0,3.4,50.0,6.4,1,2,2,5,1,0.16,0.01,0.17,1.65,60,-2578,350510,44404,46982
enes_ünal,Bournemouth,FW,5.5,5,Liverpool,True,0,0,80,49,2026-09-20T13:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-121,1665,0,121
álvaro_rodríguez,Bournemouth,FW,6.0,5,Liverpool,True,0,0,81,49,2026-09-20T13:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-435,12687,939,1374
antónio joão_pereira de albuquerque tavares da silva,Bournemouth,DF,5.0,5,Liverpool,True,90,3,566,49,2026-09-20T13:00:00Z,0,1,False,0,0,0,1,0,0,0,1,0,0,0,8,32.8,1.5,2.0,3.6,13,2,2,15,1,0.00,0.02,0.02,1.65,50,-3903,40509,2672,6575
juanlu_sánchez,Bournemouth,DF,4.4,5,Liverpool,True,0,0,573,49,2026-09-20T13:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-982,18099,314,1296
daniel_jebbison,Bournemouth,FW,5.0,5,Liverpool,True,15,1,608,49,2026-09-20T13:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,4.0,0.5,0,0,0,0,0,0.00,0.00,0.00,0.25,50,-62,11675,1986,2048
michele_di gregorio,Bournemouth,GK,4.5,5,Liverpool,True,0,0,615,49,2026-09-20T13:00:00Z,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-198,3687,343,541
caoimhín_kelleher,Brentford,GK,5.0,5,Chelsea,True,90,6,82,41,2026-09-18T19:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,2,0,27,16.4,0.0,0.0,1.6,2,8,0,0,1,0.00,0.00,0.00,0.83,50,-53924,649762,9126,63050
hákon rafn_valdimarsson,Brentford,GK,4.5,5,Chelsea,True,0,0,83,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-567,10440,317,884
nathan_collins,Brentford,DF,5.4,5,Chelsea,True,0,0,84,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-39288,111916,104,39392
sepp_van den berg,Brentford,DF,4.9,5,Chelsea,True,0,0,85,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-729,6772,37,766
keane_lewis-potter,Brentford,MD,5.5,5,Chelsea,True,80,3,86,41,2026-09-18T19:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,0,15,19.0,15.1,24.0,5.8,5,3,1,9,1,0.15,0.01,0.16,0.70,55,-36251,187862,6251,42502
kristoffer_ajer,Brentford,DF,4.5,5,Chelsea,True,90,7,87,41,2026-09-18T19:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,1,29,19.4,11.3,4.0,3.5,9,3,0,9,1,0.00,0.05,0.05,0.83,45,-65023,417707,8947,73970
michael_kayode,Brentford,DF,4.6,5,Chelsea,True,68,6,88,41,2026-09-18T19:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,0,20,2.6,1.0,0.0,0.4,1,2,1,2,1,0.00,0.07,0.07,0.55,46,-116375,819720,18236,134611
rico_henry,Brentford,DF,4.4,5,Chelsea,True,0,0,89,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,44,-1238,20442,410,1648
aaron_hickey,Brentford,DF,4.5,5,Chelsea,True,21,1,90,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,5,11.2,0.3,0.0,1.2,4,0,0,4,0,0.00,0.01,0.01,0.28,45,-261,7505,329,590
kim_ji-soo,Brentford,DF,4.5,5,Chelsea,True,0,0,92,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-94,1849,69,163
jannik_schuster,Brentford,DF,4.5,5,Chelsea,True,90,14,93,41,2026-09-18T19:00:00Z,3,0,False,0,1,1,0,0,0,0,0,0,0,3,43,53.0,10.8,4.0,6.8,15,3,1,16,1,0.00,0.52,0.52,0.83,45,-726,15098,349,1075
kevin_schade,Brentford,MD,6.1,5,Chelsea,True,90,9,94,41,2026-09-18T19:00:00Z,3,0,False,0,2,1,0,0,0,0,0,0,0,0,27,11.4,3.5,31.0,4.6,2,4,1,7,1,0.54,0.02,0.56,0.83,61,367021,847173,425579,58558
dango_ouattara,Brentford,MD,6.3,5,Chelsea,True,9,1,95,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.13,63,-13619,52273,1029,14648
mikkel_damsgaard,Brentford,MD,5.4,5,Chelsea,True,86,3,96,41,2026-09-18T19:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,0,15,13.2,23.2,5.0,4.1,2,4,4,10,1,0.04,0.28,0.32,0.70,54,-6452,45391,1526,7978
mathias_jensen,Brentford,MD,5.4,5,Chelsea,True,0,0,97,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-1881,10766,16,1897
vitaly_janelt,Brentford,MD,5.0,5,Chelsea,True,90,3,98,41,2026-09-18T19:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,0,13,18.0,5.8,2.0,2.6,2,4,3,9,1,0.03,0.04,0.07,0.83,50,13473,273119,47235,33762
antoni_milambo,Brentford,MD,5.0,5,Chelsea,True,0,0,99,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-13,193,20,33
fábio_freitas gouveia carvalho,Brentford,MD,5.0,5,Chelsea,True,3,6,100,41,2026-09-18T19:00:00Z,3,0,False,1,0,0,0,0,0,0,0,0,0,0,23,33.2,0.3,33.0,6.7,0,0,0,0,0,0.43,0.00,0.43,0.13,50,-77,2231,265,342
yehor_yarmoliuk,Brentford,MD,4.8,5,Chelsea,True,68,3,102,41,2026-09-18T19:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,0,19,23.4,21.0,7.0,5.1,3,5,2,10,1,0.03,0.06,0.09,0.55,48,-7524,72210,1926,9450
josh_dasilva,Brentford,MD,4.9,5,Chelsea,True,0,0,103,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-282,1428,11,293
jaidon_anthony,Brentford,MD,5.9,5,Chelsea,True,80,10,105,41,2026-09-18T19:00:00Z,3,0,False,1,0,1,0,0,0,0,0,0,0,2,31,36.6,11.0,37.0,8.5,1,1,0,2,1,0.96,0.02,0.98,0.70,59,-1462,13639,635,2097
igor thiago_nascimento rodrigues,Brentford,FW,7.8,5,Chelsea,True,90,5,106,41,2026-09-18T19:00:00Z,3,0,False,1,0,1,0,0,0,0,1,0,0,0,26,28.2,16.0,30.0,7.4,0,2,1,3,1,0.72,0.03,0.75,0.83,78,-189492,958105,32439,221931
kaye_furo,Brentford,FW,4.5,5,Chelsea,True,0,0,107,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-13858,104422,6535,20393
callum_wilson,Brentford,FW,5.5,5,Chelsea,True,0,0,108,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-4371,33179,1671,6042
mamadou_sangaré,Brentford,MD,5.7,5,Chelsea,True,21,0,565,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,1,0,0,0,0,2.2,0.0,0.0,0.2,1,1,1,3,0,0.00,0.00,0.00,0.28,57,-184737,1186508,29169,213906
el hadji malick_diouf,Brentford,DF,4.5,5,Chelsea,True,9,1,620,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.3,0.0,0.3,1,0,0,1,0,0.00,0.00,0.00,0.13,45,-593,9701,1079,1672
gustavo_nunes fernandes gomes,Brentford,MD,4.5,5,Chelsea,True,0,0,657,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,1349,2569,1742,393
benjamin_fredrick,Brentford,DF,4.0,5,Chelsea,True,0,0,660,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,0,0,0
ellery_balcombe,Brentford,GK,4.0,5,Chelsea,True,0,0,661,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,0,0,0
bart_verbruggen,Brighton,GK,4.5,5,Arsenal,True,90,6,109,42,2026-09-19T14:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,2,0,27,20.0,0.0,0.0,2.0,0,4,0,0,1,0.00,0.00,0.00,1.63,45,-47432,2292499,89072,136504
jason_steele,Brighton,GK,4.0,5,Arsenal,True,0,0,111,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-988,463243,20424,21412
ferdi_kadıoğlu,Brighton,DF,4.4,5,Arsenal,True,75,5,113,42,2026-09-19T14:00:00Z,3,0,False,0,0,1,0,0,0,0,1,0,0,0,18,9.4,13.5,5.0,2.8,3,3,0,3,1,0.04,0.02,0.06,0.89,44,-13983,170937,4277,18260
olivier_boscagli,Brighton,DF,4.5,5,Arsenal,True,90,6,114,42,2026-09-19T14:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,0,24,13.0,5.2,2.0,2.0,5,2,2,7,1,0.01,0.02,0.03,1.63,45,-1117,28873,1382,2499
maxim_de cuyper,Brighton,DF,4.9,5,Arsenal,True,90,6,115,42,2026-09-19T14:00:00Z,3,0,False,0,0,1,0,0,0,0,1,0,0,1,30,14.6,33.8,4.0,5.2,3,4,4,7,1,0.02,0.23,0.25,1.63,49,287563,2649636,410558,122995
lewis_dunk,Brighton,DF,4.5,5,Arsenal,True,0,0,116,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,16492,165566,28113,11621
diego_coppola,Brighton,DF,4.5,5,Arsenal,True,0,0,117,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-33,2071,180,213
igor julio_dos santos de paulo,Brighton,DF,4.5,5,Arsenal,True,0,0,118,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-883,4271,0,883
joão pedro_loureiro da costa,Brighton,DF,4.5,5,Arsenal,True,14,1,119,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,2,1.2,3.0,0.0,0.4,1,0,0,1,0,0.00,0.14,0.14,0.74,45,-90,3724,216,306
michael_svoboda,Brighton,DF,5.0,5,Arsenal,True,4,1,120,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.0,0.0,0.2,0,1,1,1,0,0.00,0.00,0.00,0.14,50,-310,5657,647,957
mitoma_kaoru,Brighton,MD,5.9,5,Arsenal,True,0,0,121,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-229,3148,63,292
yankuba_minteh,Brighton,MD,5.9,5,Arsenal,True,0,0,122,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-448,3397,28,476
jack_hinshelwood,Brighton,MD,5.9,5,Arsenal,True,0,0,123,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-26541,66553,128,26669
pascal_groß,Brighton,MD,5.7,5,Arsenal,True,90,14,124,42,2026-09-19T14:00:00Z,3,0,False,1,1,1,0,0,0,0,0,0,0,3,47,58.4,30.3,16.0,10.5,3,1,1,5,1,0.11,0.25,0.36,1.63,57,499051,2264407,604409,105358
georginio_rutter,Brighton,FW,5.4,5,Arsenal,True,14,1,125,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,4.0,0.5,0,2,0,2,0,0.09,0.01,0.10,0.74,54,-10169,49762,2315,12484
matt_o'riley,Brighton,MD,5.4,5,Arsenal,True,4,1,126,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,2,6.0,0.0,19.0,2.5,2,0,0,2,0,0.28,0.00,0.28,0.14,54,-662,10353,577,1239
diego_gómez amarilla,Brighton,MD,5.0,5,Arsenal,True,85,8,127,42,2026-09-19T14:00:00Z,3,0,False,0,1,1,0,0,0,0,0,0,0,0,19,29.0,22.6,4.0,5.6,1,7,5,13,1,0.00,0.02,0.02,1.48,50,-68669,439801,13377,82046
facundo_buonanotte,Brighton,MD,5.0,5,Arsenal,True,0,0,128,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-17,206,0,17
yasin_ayari,Brighton,MD,5.4,5,Arsenal,True,90,3,129,42,2026-09-19T14:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,0,7,5.6,12.3,17.0,3.5,2,4,1,7,1,0.11,0.08,0.19,1.63,54,-939,39428,3453,4392
mats_wieffer,Brighton,DF,4.9,5,Arsenal,True,0,0,130,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-6902,20558,57,6959
harry_howell,Brighton,MD,4.5,5,Arsenal,True,0,0,132,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-395,3291,0,395
tom_watson,Brighton,MD,5.0,5,Arsenal,True,0,0,133,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-10,112,0,10
nehemiah_oriola,Brighton,MD,4.5,5,Arsenal,True,0,0,134,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-2152,26306,890,3042
zadok_yohanna,Brighton,MD,4.9,5,Arsenal,True,0,0,135,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-1161,3954,35,1196
stefanos_tzimas,Brighton,FW,5.4,5,Arsenal,True,0,0,137,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-21,710,63,84
charalampos_kostoulas,Brighton,FW,5.5,5,Arsenal,True,75,10,138,42,2026-09-19T14:00:00Z,3,0,False,1,1,1,0,0,0,0,1,0,0,2,40,48.2,11.3,38.0,9.8,0,3,1,4,1,0.18,0.01,0.19,0.89,55,42079,105077,57158,15079
evan_ferguson,Brighton,FW,5.0,5,Arsenal,True,0,0,139,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-162,3174,242,404
pascal_struijk,Brighton,DF,4.9,5,Arsenal,True,85,5,328,42,2026-09-19T14:00:00Z,3,0,False,0,0,1,0,0,0,0,1,0,0,0,24,20.8,0.6,7.0,2.8,5,6,1,6,1,0.16,0.00,0.16,1.48,49,-1949,18865,571,2520
luka_vušković,Brighton,DF,5.0,5,Arsenal,True,90,8,504,42,2026-09-19T14:00:00Z,3,0,False,0,0,1,0,0,0,0,0,0,0,0,27,20.6,1.6,2.0,2.4,10,4,2,12,1,0.00,0.00,0.00,1.63,50,-7252,332297,27688,34940
promise_david,Brighton,FW,6.0,5,Arsenal,True,0,0,594,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-3096,21728,2100,5196
ibrahim_osman,Brighton,MD,5.0,5,Arsenal,True,0,0,600,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-93,1757,148,241
malick_yalcouyé,Brighton,MD,4.5,5,Arsenal,True,5,1,605,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,9,2.2,10.3,6.0,1.9,0,0,1,1,0,0.04,0.18,0.22,0.14,45,87628,450411,130693,43065
jaouen_hadjam,Brighton,DF,4.5,5,Arsenal,True,0,0,614,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-93,4264,513,606
amario_cozier-duberry,Brighton,MD,5.0,5,Arsenal,True,0,0,624,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-12,51,0,12
josé maría_andrés baixauli,Brighton,MD,5.5,5,Arsenal,True,84,8,639,42,2026-09-19T14:00:00Z,3,0,False,1,0,1,0,0,0,0,0,0,0,0,27,33.4,4.8,37.0,7.5,2,7,0,9,1,0.28,0.11,0.39,1.48,55,239,1188,470,231
femi_azeez,Brighton,MD,5.5,5,Arsenal,True,0,0,652,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-10,308,54,64
younes_ibrahim,Brighton,MD,4.5,5,Arsenal,True,0,0,658,42,2026-09-19T14:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,895,1545,1163,268
emiliano_martínez romero,Chelsea,GK,5.0,5,Brentford,False,90,2,28,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,3,0,0,0,0,0,3,0,7,26.0,10.0,0.0,3.6,0,6,0,0,1,0.00,0.00,0.00,2.65,50,-32803,524629,20981,53784
morgan_rogers,Chelsea,MD,7.7,5,Brentford,False,90,2,40,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,3,0,0,0,0,0,0,0,17,10.0,20.6,30.0,6.1,2,6,0,8,1,0.33,0.07,0.40,2.65,77,628130,4380885,697514,69384
jordan_henderson,Chelsea,MD,4.9,5,Brentford,False,90,2,101,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,3,0,0,0,0,0,0,0,16,16.6,10.4,0.0,2.7,2,7,1,10,1,0.00,0.08,0.08,2.65,49,-383,2692,45,428
danny_welbeck,Chelsea,FW,5.9,5,Brentford,False,70,2,136,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,1,0,0,0,0,0,0,0,8,7.2,21.8,8.0,3.7,1,2,1,4,1,0.00,0.08,0.08,1.45,59,20936,114052,34909,13973
robert_lynch sánchez,Chelsea,GK,4.9,5,Brentford,False,0,0,140,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,49,-15548,79688,0,15548
filip_jörgensen,Chelsea,GK,5.0,5,Brentford,False,0,0,141,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-52,889,0,52
reece_james,Chelsea,DF,5.4,5,Brentford,False,0,0,142,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,54,-120634,704792,18198,138832
trevoh_chalobah,Chelsea,DF,5.5,5,Brentford,False,0,0,143,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-705,7643,0,705
malo_gusto,Chelsea,DF,5.0,5,Brentford,False,0,0,144,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-9281,107892,4607,13888
wesley_fofana,Chelsea,DF,5.0,5,Brentford,False,70,4,145,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,1,0,0,0,0,0,0,0,11,22.8,0.8,0.0,2.4,13,4,2,15,1,0.00,0.00,0.00,1.45,50,-112,18869,3337,3449
benoît_badiashile mukinayi,Chelsea,DF,4.5,5,Brentford,False,0,0,146,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-128,1061,0,128
jorrel_hato,Chelsea,DF,4.5,5,Brentford,False,0,0,148,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-16858,93559,4867,21725
levi_samuels colwill,Chelsea,DF,4.9,5,Brentford,False,90,1,149,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,3,0,0,0,0,0,0,0,1,15.6,2.4,2.0,2.0,7,4,0,7,1,0.00,0.01,0.01,2.65,49,-16952,97080,2003,18955
mamadou_sarr,Chelsea,DF,4.5,5,Brentford,False,0,0,150,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-455,3038,0,455
josh_acheampong,Chelsea,DF,4.5,5,Brentford,False,19,0,151,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,2,0,0,0,0,0,0,0,-4,1.4,1.4,0.0,0.3,0,0,1,1,0,0.00,0.01,0.01,1.20,45,-4505,38029,1529,6034
marco_palestra,Chelsea,DF,5.3,5,Brentford,False,0,0,152,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-20665,68735,260,20925
cole_palmer,Chelsea,MD,9.7,5,Brentford,False,90,2,154,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,3,0,0,0,0,0,0,0,21,19.4,25.3,20.0,6.5,1,2,3,6,1,0.13,0.18,0.31,2.65,97,25953,2932358,192540,166587
pedro_lomba neto,Chelsea,MD,6.5,5,Brentford,False,86,2,156,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,2,0,0,0,0,0,0,0,13,9.6,7.8,25.0,4.2,0,3,3,6,1,0.16,0.05,0.21,2.22,65,-6221,151580,15985,22206
estêvão_almeida de oliveira gonçalves,Chelsea,MD,6.3,5,Brentford,False,3,1,157,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.43,63,-7152,74742,2997,10149
jamie_bynoe-gittens,Chelsea,MD,5.9,5,Brentford,False,0,0,158,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,59,-209,2922,198,407
moisés_caicedo corozo,Chelsea,MD,5.3,5,Brentford,False,0,0,159,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,53,-31135,120861,584,31719
roméo_lavia,Chelsea,MD,5.0,5,Brentford,False,0,0,161,41,2026-09-18T19:00:00Z,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-1482,24300,2931,4413
