date,week,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
20-11-22,11,Colts,Packers,-1.5,34,31,0.0,1.0,4.7,1.0,3.0,6.9,-2,,
20-11-22,11,Vikings,Cowboys,-7.0,28,31,0.0,3.0,2.3,2.0,-7.0,-9.4,-2,,
20-11-22,11,Raiders,Chiefs,7.5,31,35,-5.0,3.0,0.5,1.0,3.0,5.1,-1,,
20-11-23,11,Buccaneers,Rams,-4.5,24,27,0.0,1.0,7.4,-2.0,1.0,2.5,2,,
20-11-26,12,Lions,Texans,3.0,25,41,-1.0,-3.0,-0.2,0.0,-4.0,-2.1,0,,
20-11-26,12,Cowboys,Commanders,-3.0,16,41,-1.0,-6.0,-5.6,-1.0,0.0,-1.6,0,,
20-11-29,12,Falcons,Raiders,3.0,43,6,1.0,-2.0,-0.3,0.0,4.0,-3.0,4,Falcons,W
20-11-29,12,Bills,Chargers,-4.5,27,17,0.0,0.0,0.8,0.0,-2.0,-2.2,-2,,
20-11-29,12,Bengals,Giants,6.0,17,19,1.0,2.0,0.3,0.0,4.0,-5.6,2,,
20-11-29,12,Jaguars,Browns,7.0,25,27,3.0,-2.0,-7.2,-2.0,-1.0,-0.5,3,Jaguars,W
20-11-29,12,Colts,Titans,-3.0,26,45,-2.0,2.0,5.0,0.0,-2.0,4.6,-4,Titans,W
20-11-29,12,Patriots,Cardinals,2.0,20,17,0.0,-2.0,1.9,0.0,0.0,1.8,2,,
20-11-29,12,Jets,Dolphins,7.0,3,20,0.0,-4.0,-9.1,-1.0,4.0,-0.6,2,,
20-11-29,12,Vikings,Panthers,-3.0,28,27,1.0,2.0,-0.0,1.0,1.0,-3.7,1,,
20-11-29,12,Broncos,Saints,14.5,3,31,1.0,2.0,-5.5,-1.0,0.0,1.6,2,,
20-11-29,12,Rams,49ers,-6.5,20,23,0.0,2.0,3.4,2.0,-2.0,-3.9,-2,,
20-11-29,12,Buccaneers,Chiefs,3.5,24,27,0.0,0.0,5.0,0.0,2.0,6.7,2,,
20-11-29,12,Packers,Bears,-9.5,41,25,2.0,2.0,5.6,0.0,0.0,-3.9,0,,
20-11-30,12,Eagles,Seahawks,6.5,17,23,2.0,-4.0,0.4,0.0,2.0,2.5,4,Eagles,W
20-12-02,12,Steelers,Ravens,-5.0,19,14,-3.0,6.0,6.6,0.0,-1.0,8.9,-4,Ravens,
20-12-06,13,Falcons,Saints,2.5,16,21,-4.0,-1.0,-1.1,-2.0,1.0,6.2,1,,
20-12-06,13,Bears,Lions,-3.0,30,34,3.0,-1.0,-4.8,2.0,-4.0,-4.4,-1,,
20-12-06,13,Dolphins,Bengals,-10.0,19,7,0.0,5.0,0.6,2.0,3.0,-6.2,-2,,
20-12-06,13,Titans,Browns,-3.5,35,41,-1.0,-1.0,0.8,1.0,-2.0,0.9,-3,Browns,W
20-12-06,13,Texans,Colts,3.5,20,26,-2.0,-3.0,-0.2,1.0,1.0,1.1,1,,
20-12-06,13,Vikings,Jaguars,-10.0,27,24,2.0,1.0,-3.2,-1.0,-1.0,-8.9,-1,,
20-12-06,13,Jets,Raiders,7.5,28,31,0.0,-5.0,-8.6,4.0,3.0,2.1,0,,
20-12-06,13,Cardinals,Rams,2.5,28,38,-1.0,-1.0,6.1,1.0,1.0,3.9,1,,
20-12-06,13,Seahawks,Giants,-11.0,12,17,-1.0,1.0,8.0,-2.0,3.0,0.3,-1,,
20-12-06,13,Packers,Eagles,-8.5,30,16,-3.0,3.0,2.6,1.0,-3.0,0.5,-5,Eagles,L
20-12-06,13,Chargers,Patriots,-2.0,0,45,-2.0,-3.0,0.1,1.0,-1.0,1.5,-3,Patriots,W
20-12-06,13,Chiefs,Broncos,-13.0,22,16,-1.0,1.0,11.2,2.0,1.0,-7.5,-1,,
20-12-07,13,Steelers,Commanders,-6.0,17,23,0.0,6.0,5.1,-1.0,1.0,-6.4,2,,
20-12-07,13,49ers,Bills,-1.5,24,34,-1.0,-1.0,-0.5,2.0,1.0,2.5,-1,,
20-12-08,13,Ravens,Cowboys,-8.5,34,17,0.0,-1.0,4.6,1.0,-7.0,-7.1,0,,
20-12-10,14,Rams,Patriots,-5.0,24,3,-1.0,2.0,7.4,-2.0,0.0,-0.6,0,,
20-12-13,14,Panthers,Broncos,-4.0,27,32,-2.0,2.0,-5.5,2.0,2.0,-2.9,-3,Broncos,W
20-12-13,14,Bears,Texans,1.0,36,7,0.0,-2.0,-5.3,2.0,-4.0,-3.1,-2,,
20-12-13,14,Bengals,Cowboys,3.0,7,30,1.0,2.0,-5.8,0.0,-8.0,-4.6,0,,
20-12-13,14,Giants,Cardinals,3.0,7,26,-1.0,4.0,-0.2,1.0,-2.0,3.2,-5,Cardinals,W
20-12-13,14,Jaguars,Titans,7.5,10,31,2.0,0.0,-10.7,2.0,-2.0,0.3,-2,,
20-12-13,14,Dolphins,Chiefs,7.0,27,33,-1.0,6.0,1.8,-2.0,0.0,9.3,-2,,
20-12-13,14,Buccaneers,Vikings,-7.0,26,14,1.0,1.0,4.6,-2.0,0.0,-3.5,2,,
20-12-13,14,Raiders,Colts,2.5,27,44,-1.0,2.0,3.8,-2.0,2.0,2.2,1,,
20-12-13,14,Seahawks,Jets,-16.5,40,3,1.0,0.0,7.2,1.0,-4.0,-7.2,-2,,
20-12-13,14,Chargers,Falcons,-1.0,20,17,2.0,-4.0,-0.7,0.0,-2.0,3.0,0,,
20-12-13,14,Lions,Packers,9.0,24,31,0.0,-3.0,-5.7,-1.0,4.0,2.9,4,Lions,W
20-12-13,14,Eagles,Saints,7.5,24,21,1.0,-4.0,-1.6,0.0,2.0,9.5,2,,
20-12-13,14,49ers,Commanders,-3.0,15,23,1.0,-2.0,3.4,-1.0,2.0,-3.8,5,49ers,L
20-12-13,14,Bills,Steelers,-2.0,26,15,-1.0,2.0,1.7,1.0,5.0,0.6,-3,Steelers,L
20-12-14,14,Browns,Ravens,3.0,42,47,-2.0,-1.0,-0.7,0.0,0.0,1.2,1,,
20-12-17,15,Raiders,Chargers,-3.5,27,30,3.0,1.0,1.4,-2.0,-3.0,-0.2,-1,,
20-12-19,15,Broncos,Bills,6.0,19,48,1.0,3.0,-5.0,0.0,3.0,0.9,2,,
20-12-19,15,Packers,Panthers,-9.0,24,16,0.0,3.0,4.9,-1.0,1.0,-4.2,2,,
20-12-20,15,Falcons,Buccaneers,6.0,27,31,2.0,-3.0,1.6,-1.0,2.0,2.4,5,Falcons,W
20-12-20,15,Vikings,Bears,-3.0,27,33,1.0,-1.0,-1.9,-2.0,-1.0,-4.7,1,,
20-12-20,15,Colts,Texans,-7.5,27,20,-3.0,3.0,5.6,2.0,-5.0,-0.9,-5,Texans,W
20-12-20,15,Cowboys,49ers,4.0,41,33,-3.0,-7.0,-1.7,2.0,-3.0,0.5,-1,,
20-12-20,15,Titans,Lions,-8.5,46,25,0.0,-1.0,1.3,0.0,-2.0,-6.0,-1,,
20-12-20,15,Ravens,Jaguars,-12.5,40,14,-1.0,1.0,4.1,0.0,-1.0,-9.5,-2,,
20-12-20,15,Dolphins,Patriots,1.0,22,12,-3.0,7.0,-0.9,0.0,-1.0,1.8,-4,Patriots,L
20-12-20,15,Commanders,Seahawks,6.0,15,20,-2.0,3.0,-0.6,0.0,1.0,5.3,0,,
20-12-20,15,Cardinals,Eagles,-6.0,33,26,-3.0,-1.0,3.1,-1.0,-3.0,-2.0,-1,,
20-12-20,15,Rams,Jets,-17.0,20,23,0.0,3.0,4.9,0.0,-5.0,-8.7,-3,Jets,W
20-12-20,15,Saints,Chiefs,2.5,29,32,1.0,1.0,8.2,3.0,-1.0,8.2,-1,,
20-12-20,15,Giants,Browns,6.5,6,20,3.0,3.0,-2.2,1.0,-2.0,-0.8,-1,,
20-12-21,15,Bengals,Steelers,14.5,27,17,3.0,1.0,-7.7,0.0,4.0,2.7,2,,
20-12-25,16,Saints,Vikings,-6.5,52,33,0.0,0.0,5.3,0.0,-2.0,-0.5,-2,,
20-12-26,16,Lions,Buccaneers,12.0,7,47,3.0,-3.0,-4.0,0.0,1.0,5.7,4,Lions,L
20-12-26,16,Cardinals,49ers,-6.0,12,20,3.0,0.0,0.0,4.0,-4.0,1.4,-2,,
20-12-26,16,Raiders,Dolphins,2.5,25,26,1.0,0.0,0.3,0.0,8.0,-2.3,3,Raiders,W
20-12-27,16,Chiefs,Falcons,-11.0,17,14,0.0,0.0,9.3,0.0,-2.0,-1.9,0,,
20-12-27,16,Jaguars,Bears,9.5,17,41,0.0,-2.0,-6.8,0.0,0.0,-1.5,2,,
20-12-27,16,Texans,Bengals,-7.5,31,37,2.0,-4.0,1.5,-3.0,2.0,-12.0,5,Texans,L
20-12-27,16,Jets,Browns,6.5,23,16,-1.0,-4.0,-9.4,0.0,-1.0,1.6,-2,,
20-12-27,16,Steelers,Colts,1.0,28,24,3.0,3.0,4.7,-2.0,2.0,6.0,1,,
20-12-27,16,Ravens,Giants,-9.5,27,13,0.0,2.0,3.7,0.0,2.0,-6.3,1,,
20-12-27,16,Commanders,Panthers,1.0,13,20,1.0,4.0,-1.4,1.0,2.0,-1.8,1,,
20-12-27,16,Chargers,Broncos,-2.0,19,16,-1.0,-2.0,-1.0,0.0,2.0,-4.7,2,,
