season,game_type,week,gameday,away_team,away_score,home_team,home_score,location,spread_line
2023,REG,16,2023-12-24,IND,10.0,ATL,29.0,Home,3.0
2023,REG,16,2023-12-24,GB,33.0,CAR,30.0,Home,-3.5
2023,REG,16,2023-12-24,CLE,36.0,HOU,22.0,Home,-3.0
2023,REG,16,2023-12-24,DET,30.0,MIN,24.0,Home,-2.5
2023,REG,16,2023-12-24,WAS,28.0,NYJ,30.0,Home,3.0
2023,REG,16,2023-12-24,SEA,20.0,TEN,17.0,Home,-3.0
2023,REG,16,2023-12-24,JAX,12.0,TB,30.0,Home,-2.0
2023,REG,16,2023-12-24,ARI,16.0,CHI,27.0,Home,4.5
2023,REG,16,2023-12-24,DAL,20.0,MIA,22.0,Home,1.5
2023,REG,16,2023-12-24,NE,26.0,DEN,23.0,Home,7.0
2023,REG,16,2023-12-25,LV,20.0,KC,14.0,Home,11.0
2023,REG,16,2023-12-25,NYG,25.0,PHI,33.0,Home,14.0
2023,REG,16,2023-12-25,BAL,33.0,SF,19.0,Home,6.5
2023,REG,17,2023-12-28,NYJ,20.0,CLE,37.0,Home,6.5
2023,REG,17,2023-12-30,DET,19.0,DAL,20.0,Home,5.5
2023,REG,17,2023-12-31,MIA,19.0,BAL,56.0,Home,3.0
2023,REG,17,2023-12-31,NE,21.0,BUF,27.0,Home,15.0
2023,REG,17,2023-12-31,ATL,17.0,CHI,37.0,Home,3.0
2023,REG,17,2023-12-31,TEN,3.0,HOU,26.0,Home,5.0
2023,REG,17,2023-12-31,LV,20.0,IND,23.0,Home,3.5
2023,REG,17,2023-12-31,CAR,0.0,JAX,26.0,Home,3.5
2023,REG,17,2023-12-31,LA,26.0,NYG,25.0,Home,-6.0
2023,REG,17,2023-12-31,ARI,35.0,PHI,31.0,Home,12.0
2023,REG,17,2023-12-31,NO,23.0,TB,13.0,Home,2.5
2023,REG,17,2023-12-31,SF,27.0,WAS,10.0,Home,-14.0
2023,REG,17,2023-12-31,PIT,30.0,SEA,23.0,Home,4.5
2023,REG,17,2023-12-31,LAC,9.0,DEN,16.0,Home,3.5
2023,REG,17,2023-12-31,CIN,17.0,KC,25.0,Home,7.5
2023,REG,17,2023-12-31,GB,33.0,MIN,10.0,Home,1.0
2023,REG,18,2024-01-06,PIT,17.0,BAL,10.0,Home,-3.0
2023,REG,18,2024-01-06,HOU,23.0,IND,19.0,Home,-1.5
2023,REG,18,2024-01-07,TB,9.0,CAR,0.0,Home,-5.0
2023,REG,18,2024-01-07,CLE,14.0,CIN,31.0,Home,7.5
2023,REG,18,2024-01-07,MIN,20.0,DET,30.0,Home,3.5
2023,REG,18,2024-01-07,NYJ,17.0,NE,3.0,Home,2.5
2023,REG,18,2024-01-07,ATL,17.0,NO,48.0,Home,3.5
2023,REG,18,2024-01-07,JAX,20.0,TEN,28.0,Home,-3.5
2023,REG,18,2024-01-07,SEA,21.0,ARI,20.0,Home,-2.5
2023,REG,18,2024-01-07,CHI,9.0,GB,17.0,Home,2.5
2023,REG,18,2024-01-07,KC,13.0,LAC,12.0,Home,3.5
2023,REG,18,2024-01-07,DEN,14.0,LV,27.0,Home,3.5
2023,REG,18,2024-01-07,PHI,10.0,NYG,27.0,Home,-4.5
2023,REG,18,2024-01-07,LA,21.0,SF,20.0,Home,5.5
2023,REG,18,2024-01-07,DAL,38.0,WAS,10.0,Home,-13.0
2023,REG,18,2024-01-07,BUF,21.0,MIA,14.0,Home,-2.5
2023,WC,19,2024-01-13,CLE,14.0,HOU,45.0,Home,-2.5
2023,WC,19,2024-01-13,MIA,7.0,KC,26.0,Home,4.5
2023,WC,19,2024-01-14,GB,48.0,DAL,32.0,Home,7.0
2023,WC,19,2024-01-14,LA,23.0,DET,24.0,Home,3.5
2023,WC,19,2024-01-15,PIT,17.0,BUF,31.0,Home,10.0
2023,WC,19,2024-01-15,PHI,9.0,TB,32.0,Home,-2.5
2023,DIV,20,2024-01-20,HOU,10.0,BAL,34.0,Home,10.0
2023,DIV,20,2024-01-20,GB,21.0,SF,24.0,Home,10.5
2023,DIV,20,2024-01-21,TB,23.0,DET,31.0,Home,6.0
2023,DIV,20,2024-01-21,KC,27.0,BUF,24.0,Home,2.5
2023,CON,21,2024-01-28,KC,17.0,BAL,10.0,Home,4.5
2023,CON,21,2024-01-28,DET,31.0,SF,34.0,Home,7.5
2023,SB,22,2024-02-11,SF,22.0,KC,25.0,Neutral,-1.5
2024,REG,1,2024-09-05,BAL,20.0,KC,27.0,Home,3.0
2024,REG,1,2024-09-06,GB,29.0,PHI,34.0,Neutral,2.0
2024,REG,1,2024-09-08,PIT,18.0,ATL,10.0,Home,4.0
2024,REG,1,2024-09-08,ARI,28.0,BUF,34.0,Home,6.5
2024,REG,1,2024-09-08,TEN,17.0,CHI,24.0,Home,4.0
2024,REG,1,2024-09-08,NE,16.0,CIN,10.0,Home,8.0
2024,REG,1,2024-09-08,HOU,29.0,IND,27.0,Home,-3.0
2024,REG,1,2024-09-08,JAX,17.0,MIA,20.0,Home,3.5
2024,REG,1,2024-09-08,CAR,10.0,NO,47.0,Home,3.5
2024,REG,1,2024-09-08,MIN,28.0,NYG,6.0,Home,-1.0
2024,REG,1,2024-09-08,LV,10.0,LAC,22.0,Home,3.0
2024,REG,1,2024-09-08,DEN,20.0,SEA,26.0,Home,6.5
2024,REG,1,2024-09-08,DAL,33.0,CLE,17.0,Home,2.5
2024,REG,1,2024-09-08,WAS,20.0,TB,37.0,Home,4.0
2024,REG,1,2024-09-08,LA,20.0,DET,26.0,Home,5.0
2024,REG,1,2024-09-09,NYJ,19.0,SF,32.0,Home,3.5
2024,REG,2,2024-09-12,BUF,31.0,MIA,10.0,Home,2.5
2024,REG,2,2024-09-15,LV,26.0,BAL,23.0,Home,9.0
2024,REG,2,2024-09-15,LAC,26.0,CAR,3.0,Home,-5.0
2024,REG,2,2024-09-15,NO,44.0,DAL,19.0,Home,6.5
2024,REG,2,2024-09-15,TB,20.0,DET,16.0,Home,7.5
2024,REG,2,2024-09-15,IND,10.0,GB,16.0,Home,-3.0
2024,REG,2,2024-09-15,CLE,18.0,JAX,13.0,Home,3.0
2024,REG,2,2024-09-15,SF,17.0,MIN,23.0,Home,-4.5
2024,REG,2,2024-09-15,SEA,23.0,NE,20.0,Home,-3.5
2024,REG,2,2024-09-15,NYJ,24.0,TEN,17.0,Home,-3.5
2024,REG,2,2024-09-15,NYG,18.0,WAS,21.0,Home,1.5
2024,REG,2,2024-09-15,LA,10.0,ARI,41.0,Home,-1.0
2024,REG,2,2024-09-15,PIT,13.0,DEN,6.0,Home,-3.0
2024,REG,2,2024-09-15,CIN,25.0,KC,26.0,Home,6.5
2024,REG,2,2024-09-15,CHI,13.0,HOU,19.0,Home,6.0
2024,REG,2,2024-09-16,ATL,22.0,PHI,21.0,Home,5.5
2024,REG,3,2024-09-19,NE,3.0,NYJ,24.0,Home,6.5
2024,REG,3,2024-09-22,NYG,21.0,CLE,15.0,Home,6.5
2024,REG,3,2024-09-22,CHI,16.0,IND,21.0,Home,1.5
2024,REG,3,2024-09-22,HOU,7.0,MIN,34.0,Home,-2.0
2024,REG,3,2024-09-22,PHI,15.0,NO,12.0,Home,2.5
2024,REG,3,2024-09-22,LAC,10.0,PIT,20.0,Home,3.0
2024,REG,3,2024-09-22,DEN,26.0,TB,7.0,Home,6.0
2024,REG,3,2024-09-22,GB,30.0,TEN,14.0,Home,3.0
2024,REG,3,2024-09-22,CAR,36.0,LV,22.0,Home,5.5
2024,REG,3,2024-09-22,MIA,3.0,SEA,24.0,Home,4.0
2024,REG,3,2024-09-22,DET,20.0,ARI,13.0,Home,-3.0
2024,REG,3,2024-09-22,BAL,28.0,DAL,25.0,Home,-1.5
2024,REG,3,2024-09-22,SF,24.0,LA,27.0,Home,-6.0
2024,REG,3,2024-09-22,KC,22.0,ATL,17.0,Home,-3.0
2024,REG,3,2024-09-23,JAX,10.0,BUF,47.0,Home,4.0
2024,REG,3,2024-09-23,WAS,38.0,CIN,33.0,Home,7.5
2024,REG,4,2024-09-26,DAL,20.0,NYG,15.0,Home,-5.5
2024,REG,4,2024-09-29,NO,24.0,ATL,26.0,Home,2.5
2024,REG,4,2024-09-29,CIN,34.0,CAR,24.0,Home,-4.5
2024,REG,4,2024-09-29,LA,18.0,CHI,24.0,Home,3.0
2024,REG,4,2024-09-29,MIN,31.0,GB,29.0,Home,2.5
2024,REG,4,2024-09-29,JAX,20.0,HOU,24.0,Home,5.5
2024,REG,4,2024-09-29,PIT,24.0,IND,27.0,Home,-2.5
2024,REG,4,2024-09-29,DEN,10.0,NYJ,9.0,Home,7.5
2024,REG,4,2024-09-29,PHI,16.0,TB,33.0,Home,-1.0
2024,REG,4,2024-09-29,WAS,42.0,ARI,14.0,Home,3.5
2024,REG,4,2024-09-29,NE,13.0,SF,30.0,Home,10.5
2024,REG,4,2024-09-29,KC,17.0,LAC,10.0,Home,-7.5
2024,REG,4,2024-09-29,CLE,16.0,LV,20.0,Home,-2.5
2024,REG,4,2024-09-29,BUF,10.0,BAL,35.0,Home,2.5
2024,REG,4,2024-09-30,TEN,31.0,MIA,12.0,Home,2.5
2024,REG,4,2024-09-30,SEA,29.0,DET,42.0,Home,3.5
2024,REG,5,2024-10-03,TB,30.0,ATL,36.0,Home,2.5
2024,REG,5,2024-10-06,NYJ,17.0,MIN,23.0,Neutral,2.5
2024,REG,5,2024-10-06,CAR,10.0,CHI,36.0,Home,4.0
2024,REG,5,2024-10-06,BAL,41.0,CIN,38.0,Home,-2.5
2024,REG,5,2024-10-06,BUF,20.0,HOU,23.0,Home,1.0
2024,REG,5,2024-10-06,IND,34.0,JAX,37.0,Home,3.5
2024,REG,5,2024-10-06,MIA,15.0,NE,10.0,Home,-2.0
2024,REG,5,2024-10-06,CLE,13.0,WAS,34.0,Home,3.0
2024,REG,5,2024-10-06,LV,18.0,DEN,34.0,Home,3.0
2024,REG,5,2024-10-06,ARI,24.0,SF,23.0,Home,7.0
2024,REG,5,2024-10-06,GB,24.0,LA,19.0,Home,-3.0
2024,REG,5,2024-10-06,NYG,29.0,SEA,20.0,Home,7.0
2024,REG,5,2024-10-06,DAL,20.0,PIT,17.0,Home,2.5
2024,REG,5,2024-10-07,NO,13.0,KC,26.0,Home,5.5
2024,REG,6,2024-10-10,SF,36.0,SEA,24.0,Home,-3.5
2024,REG,6,2024-10-13,JAX,16.0,CHI,35.0,Neutral,-1.5
2024,REG,6,2024-10-13,WAS,23.0,BAL,30.0,Home,6.5
2024,REG,6,2024-10-13,ARI,13.0,GB,34.0,Home,5.5
2024,REG,6,2024-10-13,HOU,41.0,NE,21.0,Home,-6.5
2024,REG,6,2024-10-13,TB,51.0,NO,27.0,Home,-3.5
2024,REG,6,2024-10-13,CLE,16.0,PHI,20.0,Home,8.0
2024,REG,6,2024-10-13,IND,20.0,TEN,17.0,Home,2.5
2024,REG,6,2024-10-13,LAC,23.0,DEN,16.0,Home,-3.0
2024,REG,6,2024-10-13,PIT,32.0,LV,13.0,Home,-3.5
2024,REG,6,2024-10-13,ATL,38.0,CAR,20.0,Home,-6.0
2024,REG,6,2024-10-13,DET,47.0,DAL,9.0,Home,-3.5
2024,REG,6,2024-10-13,CIN,17.0,NYG,7.0,Home,-4.5
2024,REG,6,2024-10-14,BUF,23.0,NYJ,20.0,Home,-1.0
2024,REG,7,2024-10-17,DEN,33.0,NO,10.0,Home,-2.5
2024,REG,7,2024-10-20,NE,16.0,JAX,32.0,Neutral,6.5
2024,REG,7,2024-10-20,SEA,34.0,ATL,14.0,Home,3.0
2024,REG,7,2024-10-20,TEN,10.0,BUF,34.0,Home,9.5
2024,REG,7,2024-10-20,CIN,21.0,CLE,14.0,Home,-5.5
2024,REG,7,2024-10-20,HOU,22.0,GB,24.0,Home,3.0
2024,REG,7,2024-10-20,MIA,10.0,IND,16.0,Home,3.0
2024,REG,7,2024-10-20,DET,31.0,MIN,29.0,Home,1.0
2024,REG,7,2024-10-20,PHI,28.0,NYG,3.0,Home,-3.0
2024,REG,7,2024-10-20,LV,15.0,LA,20.0,Home,7.0
2024,REG,7,2024-10-20,CAR,7.0,WAS,40.0,Home,10.0
2024,REG,7,2024-10-20,KC,28.0,SF,18.0,Home,2.5
2024,REG,7,2024-10-20,NYJ,15.0,PIT,37.0,Home,-3.0
2024,REG,7,2024-10-21,BAL,41.0,TB,31.0,Home,-4.5
2024,REG,7,2024-10-21,LAC,15.0,ARI,17.0,Home,-1.0
2024,REG,8,2024-10-24,MIN,20.0,LA,30.0,Home,-3.0
2024,REG,8,2024-10-27,PHI,37.0,CIN,17.0,Home,2.5
2024,REG,8,2024-10-27,BAL,24.0,CLE,29.0,Home,-7.5
2024,REG,8,2024-10-27,TEN,14.0,DET,52.0,Home,12.5
2024,REG,8,2024-10-27,IND,20.0,HOU,23.0,Home,5.0
2024,REG,8,2024-10-27,GB,30.0,JAX,27.0,Home,-3.5
2024,REG,8,2024-10-27,ARI,28.0,MIA,27.0,Home,4.0
2024,REG,8,2024-10-27,NYJ,22.0,NE,25.0,Home,-7.0
2024,REG,8,2024-10-27,ATL,31.0,TB,26.0,Home,-1.5
2024,REG,8,2024-10-27,NO,8.0,LAC,26.0,Home,7.0
2024,REG,8,2024-10-27,BUF,31.0,SEA,10.0,Home,-3.0
2024,REG,8,2024-10-27,CAR,14.0,DEN,28.0,Home,13.0
2024,REG,8,2024-10-27,KC,27.0,LV,20.0,Home,-9.0
2024,REG,8,2024-10-27,CHI,15.0,WAS,18.0,Home,1.5
2024,REG,8,2024-10-27,DAL,24.0,SF,30.0,Home,5.5
2024,REG,8,2024-10-28,NYG,18.0,PIT,26.0,Home,6.0
2024,REG,9,2024-10-31,HOU,13.0,NYJ,21.0,Home,2.5
2024,REG,9,2024-11-03,DAL,21.0,ATL,27.0,Home,3.0
2024,REG,9,2024-11-03,DEN,10.0,BAL,41.0,Home,9.0
2024,REG,9,2024-11-03,MIA,27.0,BUF,30.0,Home,6.5
2024,REG,9,2024-11-03,NO,22.0,CAR,23.0,Home,-7.0
2024,REG,9,2024-11-03,LV,24.0,CIN,41.0,Home,8.0
2024,REG,9,2024-11-03,LAC,27.0,CLE,10.0,Home,-2.0
2024,REG,9,2024-11-03,WAS,27.0,NYG,22.0,Home,-4.5
2024,REG,9,2024-11-03,NE,17.0,TEN,20.0,Home,3.0
2024,REG,9,2024-11-03,CHI,9.0,ARI,29.0,Home,1.5
2024,REG,9,2024-11-03,JAX,23.0,PHI,28.0,Home,7.5
2024,REG,9,2024-11-03,DET,24.0,GB,14.0,Home,-2.5
2024,REG,9,2024-11-03,LA,26.0,SEA,20.0,Home,-1.5
2024,REG,9,2024-11-03,IND,13.0,MIN,21.0,Home,6.5
2024,REG,9,2024-11-04,TB,24.0,KC,30.0,Home,9.0
2024,REG,10,2024-11-07,CIN,34.0,BAL,35.0,Home,6.0
2024,REG,10,2024-11-10,NYG,17.0,CAR,20.0,Neutral,-6.5
2024,REG,10,2024-11-10,NE,19.0,CHI,3.0,Home,6.5
2024,REG,10,2024-11-10,BUF,30.0,IND,20.0,Home,-4.5
2024,REG,10,2024-11-10,MIN,12.0,JAX,7.0,Home,-7.0
2024,REG,10,2024-11-10,DEN,14.0,KC,16.0,Home,7.5
2024,REG,10,2024-11-10,ATL,17.0,NO,20.0,Home,-3.5
2024,REG,10,2024-11-10,SF,23.0,TB,20.0,Home,-6.5
2024,REG,10,2024-11-10,PIT,28.0,WAS,27.0,Home,1.5
2024,REG,10,2024-11-10,TEN,17.0,LAC,27.0,Home,8.0
2024,REG,10,2024-11-10,NYJ,6.0,ARI,31.0,Home,-2.0
2024,REG,10,2024-11-10,PHI,34.0,DAL,6.0,Home,-7.5
2024,REG,10,2024-11-10,DET,26.0,HOU,23.0,Home,-4.5
2024,REG,10,2024-11-11,MIA,23.0,LA,15.0,Home,2.5
2024,REG,11,2024-11-14,WAS,18.0,PHI,26.0,Home,4.5
2024,REG,11,2024-11-17,GB,20.0,CHI,19.0,Home,-6.0
2024,REG,11,2024-11-17,JAX,6.0,DET,52.0,Home,14.0
2024,REG,11,2024-11-17,LV,19.0,MIA,34.0,Home,8.0
2024,REG,11,2024-11-17,LA,28.0,NE,22.0,Home,-4.0
2024,REG,11,2024-11-17,CLE,14.0,NO,35.0,Home,-1.0
2024,REG,11,2024-11-17,IND,28.0,NYJ,27.0,Home,4.0
2024,REG,11,2024-11-17,BAL,16.0,PIT,18.0,Home,-3.0
2024,REG,11,2024-11-17,MIN,23.0,TEN,13.0,Home,-6.0
2024,REG,11,2024-11-17,ATL,6.0,DEN,38.0,Home,2.0
2024,REG,11,2024-11-17,SEA,20.0,SF,17.0,Home,6.0
2024,REG,11,2024-11-17,KC,21.0,BUF,30.0,Home,2.5
2024,REG,11,2024-11-17,CIN,27.0,LAC,34.0,Home,1.0
2024,REG,11,2024-11-18,HOU,34.0,DAL,10.0,Home,-7.5
2024,REG,12,2024-11-21,PIT,19.0,CLE,24.0,Home,-3.5
2024,REG,12,2024-11-24,KC,30.0,CAR,27.0,Home,-11.0
2024,REG,12,2024-11-24,MIN,30.0,CHI,27.0,Home,-3.0
2024,REG,12,2024-11-24,TEN,32.0,HOU,27.0,Home,8.0
2024,REG,12,2024-11-24,DET,24.0,IND,6.0,Home,-7.0
2024,REG,12,2024-11-24,NE,15.0,MIA,34.0,Home,7.5
2024,REG,12,2024-11-24,TB,30.0,NYG,7.0,Home,-6.5
2024,REG,12,2024-11-24,DAL,34.0,WAS,26.0,Home,10.5
2024,REG,12,2024-11-24,DEN,29.0,LV,19.0,Home,-6.5
2024,REG,12,2024-11-24,SF,10.0,GB,38.0,Home,6.5
2024,REG,12,2024-11-24,ARI,6.0,SEA,16.0,Home,-1.0
2024,REG,12,2024-11-24,PHI,37.0,LA,20.0,Home,-3.0
2024,REG,12,2024-11-25,BAL,30.0,LAC,23.0,Home,-3.0
2024,REG,13,2024-11-28,CHI,20.0,DET,23.0,Home,9.5
2024,REG,13,2024-11-28,NYG,20.0,DAL,27.0,Home,4.5
2024,REG,13,2024-11-28,MIA,17.0,GB,30.0,Home,3.5
2024,REG,13,2024-11-29,LV,17.0,KC,19.0,Home,13.5
2024,REG,13,2024-12-01,LAC,17.0,ATL,13.0,Home,-1.0
2024,REG,13,2024-12-01,PIT,44.0,CIN,38.0,Home,3.0
2024,REG,13,2024-12-01,HOU,23.0,JAX,20.0,Home,-3.5
2024,REG,13,2024-12-01,ARI,22.0,MIN,23.0,Home,3.5
2024,REG,13,2024-12-01,IND,25.0,NE,24.0,Home,-2.5
2024,REG,13,2024-12-01,SEA,26.0,NYJ,21.0,Home,1.0
2024,REG,13,2024-12-01,TEN,19.0,WAS,42.0,Home,6.0
2024,REG,13,2024-12-01,TB,26.0,CAR,23.0,Home,-6.5
2024,REG,13,2024-12-01,LA,21.0,NO,14.0,Home,-2.5
2024,REG,13,2024-12-01,PHI,24.0,BAL,19.0,Home,3.0
2024,REG,13,2024-12-01,SF,10.0,BUF,35.0,Home,6.5
2024,REG,13,2024-12-02,CLE,32.0,DEN,41.0,Home,6.5
2024,REG,14,2024-12-05,GB,31.0,DET,34.0,Home,3.0
2024,REG,14,2024-12-08,NYJ,26.0,MIA,32.0,Home,6.5
2024,REG,14,2024-12-08,ATL,21.0,MIN,42.0,Home,6.0
2024,REG,14,2024-12-08,NO,14.0,NYG,11.0,Home,-5.5
2024,REG,14,2024-12-08,CAR,16.0,PHI,22.0,Home,14.0
2024,REG,14,2024-12-08,CLE,14.0,PIT,27.0,Home,6.0
2024,REG,14,2024-12-08,LV,13.0,TB,28.0,Home,7.0
2024,REG,14,2024-12-08,JAX,10.0,TEN,6.0,Home,3.0
2024,REG,14,2024-12-08,SEA,30.0,ARI,18.0,Home,3.0
2024,REG,14,2024-12-08,BUF,42.0,LA,44.0,Home,-3.5
2024,REG,14,2024-12-08,CHI,13.0,SF,38.0,Home,3.0
2024,REG,14,2024-12-08,LAC,17.0,KC,19.0,Home,5.0
2024,REG,14,2024-12-09,CIN,27.0,DAL,20.0,Home,-5.0
2024,REG,15,2024-12-12,LA,12.0,SF,6.0,Home,3.0
2024,REG,15,2024-12-15,DAL,30.0,CAR,14.0,Home,2.5
2024,REG,15,2024-12-15,KC,21.0,CLE,7.0,Home,-4.5
2024,REG,15,2024-12-15,MIA,12.0,HOU,20.0,Home,2.5
2024,REG,15,2024-12-15,NYJ,32.0,JAX,25.0,Home,-3.5
2024,REG,15,2024-12-15,WAS,20.0,NO,19.0,Home,-7.5
2024,REG,15,2024-12-15,BAL,35.0,NYG,14.0,Home,-16.5
2024,REG,15,2024-12-15,CIN,37.0,TEN,27.0,Home,-6.0
2024,REG,15,2024-12-15,NE,17.0,ARI,30.0,Home,6.0
2024,REG,15,2024-12-15,IND,13.0,DEN,31.0,Home,4.5
2024,REG,15,2024-12-15,BUF,48.0,DET,42.0,Home,2.5
2024,REG,15,2024-12-15,TB,40.0,LAC,17.0,Home,3.0
2024,REG,15,2024-12-15,PIT,13.0,PHI,27.0,Home,5.5
2024,REG,15,2024-12-15,GB,30.0,SEA,13.0,Home,-3.0
2024,REG,15,2024-12-16,CHI,12.0,MIN,30.0,Home,7.0
2024,REG,15,2024-12-16,ATL,15.0,LV,9.0,Home,-6.5
2024,REG,16,2024-12-19,DEN,27.0,LAC,34.0,Home,3.0
2024,REG,16,2024-12-21,HOU,19.0,KC,27.0,Home,3.5
2024,REG,16,2024-12-21,PIT,17.0,BAL,34.0,Home,7.0
2024,REG,16,2024-12-22,NYG,7.0,ATL,34.0,Home,9.5
2024,REG,16,2024-12-22,ARI,30.0,CAR,36.0,Home,-5.5
2024,REG,16,2024-12-22,DET,34.0,CHI,17.0,Home,-7.0
2024,REG,16,2024-12-22,CLE,6.0,CIN,24.0,Home,10.0
2024,REG,16,2024-12-22,TEN,30.0,IND,38.0,Home,4.0
2024,REG,16,2024-12-22,LA,19.0,NYJ,9.0,Home,-3.0
2024,REG,16,2024-12-22,PHI,33.0,WAS,36.0,Home,-4.0
2024,REG,16,2024-12-22,MIN,27.0,SEA,24.0,Home,-2.5
2024,REG,16,2024-12-22,NE,21.0,BUF,24.0,Home,14.0
2024,REG,16,2024-12-22,JAX,14.0,LV,19.0,Home,2.5
2024,REG,16,2024-12-22,SF,17.0,MIA,29.0,Home,-2.0
2024,REG,16,2024-12-22,TB,24.0,DAL,26.0,Home,-4.5
2024,REG,16,2024-12-23,NO,0.0,GB,34.0,Home,14.0
2024,REG,17,2024-12-25,KC,29.0,PIT,10.0,Home,-3.0
2024,REG,17,2024-12-25,BAL,31.0,HOU,2.0,Home,-5.5
2024,REG,17,2024-12-26,SEA,6.0,CHI,3.0,Home,-3.5
2024,REG,17,2024-12-28,LAC,40.0,NE,7.0,Home,-6.0
2024,REG,17,2024-12-28,DEN,24.0,CIN,30.0,Home,3.5
2024,REG,17,2024-12-28,ARI,9.0,LA,13.0,Home,6.5
2024,REG,17,2024-12-29,NYJ,14.0,BUF,40.0,Home,10.0
2024,REG,17,2024-12-29,TEN,13.0,JAX,20.0,Home,-1.0
2024,REG,17,2024-12-29,LV,25.0,NO,10.0,Home,-2.0
2024,REG,17,2024-12-29,IND,33.0,NYG,45.0,Home,-7.5
2024,REG,17,2024-12-29,DAL,7.0,PHI,41.0,Home,7.5
2024,REG,17,2024-12-29,CAR,14.0,TB,48.0,Home,9.5
2024,REG,17,2024-12-29,MIA,20.0,CLE,3.0,Home,-3.0
2024,REG,17,2024-12-29,GB,25.0,MIN,27.0,Home,-1.0
2024,REG,17,2024-12-29,ATL,24.0,WAS,30.0,Home,3.5
2024,REG,17,2024-12-30,DET,40.0,SF,34.0,Home,-4.0
2024,REG,18,2025-01-04,CLE,10.0,BAL,35.0,Home,19.5
2024,REG,18,2025-01-04,CIN,19.0,PIT,17.0,Home,-2.5
2024,REG,18,2025-01-05,CAR,44.0,ATL,38.0,Home,7.5
2024,REG,18,2025-01-05,WAS,23.0,DAL,19.0,Home,-7.0
2024,REG,18,2025-01-05,CHI,24.0,GB,22.0,Home,10.0
2024,REG,18,2025-01-05,JAX,23.0,IND,26.0,Home,3.5
2024,REG,18,2025-01-05,BUF,16.0,NE,23.0,Home,-3.0
2024,REG,18,2025-01-05,NYG,13.0,PHI,20.0,Home,3.0
2024,REG,18,2025-01-05,NO,19.0,TB,27.0,Home,14.5
2024,REG,18,2025-01-05,HOU,23.0,TEN,14.0,Home,2.5
2024,REG,18,2025-01-05,SF,24.0,ARI,47.0,Home,4.5
2024,REG,18,2025-01-05,KC,0.0,DEN,38.0,Home,10.5
2024,REG,18,2025-01-05,SEA,30.0,LA,25.0,Home,-7.5
2024,REG,18,2025-01-05,LAC,34.0,LV,20.0,Home,-7.0
2024,REG,18,2025-01-05,MIA,20.0,NYJ,32.0,Home,1.5
2024,REG,18,2025-01-05,MIN,9.0,DET,31.0,Home,3.0
2024,WC,19,2025-01-11,LAC,12.0,HOU,32.0,Home,-3.0
2024,WC,19,2025-01-11,PIT,14.0,BAL,28.0,Home,9.5
2024,WC,19,2025-01-12,DEN,7.0,BUF,31.0,Home,7.5
2024,WC,19,2025-01-12,GB,10.0,PHI,22.0,Home,5.5
2024,WC,19,2025-01-12,WAS,23.0,TB,20.0,Home,3.0
2024,WC,19,2025-01-13,MIN,9.0,LA,27.0,Neutral,-2.5
2024,DIV,20,2025-01-18,HOU,14.0,KC,23.0,Home,9.5
2024,DIV,20,2025-01-18,WAS,45.0,DET,31.0,Home,8.5
2024,DIV,20,2025-01-19,LA,22.0,PHI,28.0,Home,7.0
2024,DIV,20,2025-01-19,BAL,25.0,BUF,27.0,Home,-1.5
2024,CON,21,2025-01-26,WAS,23.0,PHI,55.0,Home,6.0
2024,CON,21,2025-01-26,BUF,29.0,KC,32.0,Home,1.5
2024,SB,22,2025-02-09,KC,22.0,PHI,40.0,Neutral,-1.5
2025,REG,1,2025-09-04,DAL,20.0,PHI,24.0,Home,8.5
2025,REG,1,2025-09-05,KC,21.0,LAC,27.0,Neutral,-3.0
2025,REG,1,2025-09-07,TB,23.0,ATL,20.0,Home,-1.5
2025,REG,1,2025-09-07,CIN,17.0,CLE,16.0,Home,-5.5
2025,REG,1,2025-09-07,MIA,8.0,IND,33.0,Home,1.5
2025,REG,1,2025-09-07,CAR,10.0,JAX,26.0,Home,4.5
2025,REG,1,2025-09-07,LV,20.0,NE,13.0,Home,2.5
2025,REG,1,2025-09-07,ARI,20.0,NO,13.0,Home,-6.0
2025,REG,1,2025-09-07,PIT,34.0,NYJ,32.0,Home,-3.0
2025,REG,1,2025-09-07,NYG,6.0,WAS,21.0,Home,6.0
2025,REG,1,2025-09-07,TEN,12.0,DEN,20.0,Home,8.5
2025,REG,1,2025-09-07,SF,17.0,SEA,13.0,Home,-2.5
2025,REG,1,2025-09-07,DET,13.0,GB,27.0,Home,1.5
2025,REG,1,2025-09-07,HOU,9.0,LA,14.0,Home,3.5
2025,REG,1,2025-09-07,BAL,40.0,BUF,41.0,Home,-1.5
2025,REG,1,2025-09-08,MIN,27.0,CHI,24.0,Home,-1.5
2025,REG,2,2025-09-11,WAS,18.0,GB,27.0,Home,3.5
2025,REG,2,2025-09-14,CLE,17.0,BAL,41.0,Home,12.5
2025,REG,2,2025-09-14,JAX,27.0,CIN,31.0,Home,3.5
2025,REG,2,2025-09-14,NYG,37.0,DAL,40.0,Home,4.5
2025,REG,2,2025-09-14,CHI,21.0,DET,52.0,Home,6.0
2025,REG,2,2025-09-14,NE,33.0,MIA,27.0,Home,1.5
2025,REG,2,2025-09-14,SF,26.0,NO,21.0,Home,-3.0
2025,REG,2,2025-09-14,BUF,30.0,NYJ,10.0,Home,-6.0
2025,REG,2,2025-09-14,SEA,31.0,PIT,17.0,Home,3.5
