date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
16-09-18,Browns,Ravens,6.0,20,25,1.0,-1.0,-5.8,1.0,1.0,-6.0,3,Browns,W
16-09-18,Broncos,Colts,-6.0,34,20,2.0,1.0,3.2,0.0,-1.0,-0.1,-2,,
16-09-18,Rams,,6.5,9,3,1.0,-1.0,-0.7,2.0,-1.0,8.9,-1,,
16-09-18,Chargers,Jaguars,-3.0,38,14,-1.0,1.0,0.2,1.0,1.0,-3.5,-1,,
16-09-18,Vikings,Packers,2.5,17,14,-3.0,1.0,2.2,-1.0,-1.0,3.9,-1,,
16-09-18,Redskins,Cowboys,-3.0,23,27,1.0,-1.0,-2.6,-1.0,-1.0,-5.3,1,,
16-09-18,Cardinals,Buccaneers,-7.0,40,7,-2.0,-1.0,10.2,1.0,1.0,-0.1,1,,
16-09-19,Bears,Eagles,-3.0,14,29,-0.0,-1.0,-2.1,-1.0,1.0,-2.8,2,,
16-09-22,Patriots,Texans,1.0,27,0,-3.0,2.0,4.5,-1.0,2.0,-1.9,1,,
16-09-25,Cowboys,Bears,-7.0,31,17,-0.0,-0.0,-1.1,3.0,-2.0,-4.3,-3,Bears,L
16-09-25,Panthers,Vikings,-7.0,10,22,1.0,0.0,6.6,-2.0,2.0,-1.3,4,Panthers,L
16-09-25,Bengals,Broncos,-3.5,17,29,-0.0,-2.0,4.8,-1.0,2.0,0.4,4,Bengals,L
16-09-25,Seahawks,49ers,-9.5,37,18,1.0,-2.0,9.1,-1.0,0.0,-4.4,4,Seahawks,W
16-09-25,Colts,Chargers,-1.5,26,22,1.0,-2.0,-2.5,-2.0,2.0,-4.2,5,Colts,W
16-09-25,Eagles,,3.5,34,3,-3.0,2.0,-4.7,0.0,2.0,5.0,-2,,
16-09-25,Giants,Redskins,-3.5,27,29,3.0,0.0,1.9,0.0,-2.0,-1.0,-1,,
16-09-25,Titans,Raiders,1.0,10,17,-0.0,-0.0,-7.4,-1.0,0.0,2.9,0,,
16-09-25,Jaguars,Ravens,1.0,17,19,2.0,0.0,-3.9,-0.0,-0.0,-0.5,0,,
16-09-25,Bills,Cardinals,3.5,33,18,0.0,-2.0,-1.6,-5.0,0.0,6.9,1,,
16-09-25,Buccaneers,Rams,-5.5,32,37,5.0,0.0,2.4,-1.0,0.0,0.1,1,,
16-09-25,Chiefs,Jets,-3.0,24,3,1.0,-2.0,-0.4,-0.0,2.0,0.9,2,,
16-09-25,Dolphins,Browns,-9.5,30,24,3.0,0.0,1.1,0.0,0.0,-8.9,2,,
16-09-25,Packers,Lions,-7.0,34,27,2.0,-2.0,3.8,0.0,0.0,-4.3,3,Packers,
16-09-26,Saints,Falcons,-3.0,32,45,-3.0,0.0,0.5,1.0,0.0,1.7,-3,Falcons,W
16-09-29,Bengals,Dolphins,-7.0,22,7,1.0,-3.0,2.7,2.0,-1.0,-2.7,-1,,
16-10-02,Falcons,Panthers,3.0,48,33,-2.0,1.0,-0.6,3.0,-1.0,6.2,-5,Panthers,L
16-10-02,Buccaneers,Broncos,3.0,7,27,0.0,-1.0,0.0,-1.0,3.0,1.2,4,Buccaneers,L
16-10-02,Patriots,Bills,-7.5,0,16,-3.0,3.0,-0.2,-4.0,-1.0,-1.6,-3,Bills,W
16-10-02,Chargers,Saints,-4.0,34,35,1.0,1.0,-1.3,2.0,-1.0,-0.7,-3,Saints,W
16-10-02,Jets,Seahawks,1.5,17,27,7.0,1.0,1.2,1.0,-1.0,4.4,-3,Seahawks,W
16-10-02,Redskins,Browns,-7.5,31,20,-2.0,-1.0,0.1,-2.0,1.0,-8.6,3,Redskins,W
16-10-02,,Chiefs,-5.0,43,14,2.0,1.0,3.5,-7.0,-1.0,2.0,-1,,
16-10-02,Texans,Titans,-4.5,27,20,3.0,1.0,2.2,2.0,-1.0,-3.6,-1,,
16-10-02,Ravens,Raiders,-3.5,27,28,-0.0,1.0,0.6,-2.0,1.0,0.7,0,,
16-10-02,49ers,Cowboys,2.0,17,24,-1.0,-1.0,-3.6,-1.0,1.0,0.3,1,,
16-10-02,Cardinals,Rams,-8.0,13,17,4.0,-1.0,4.5,-0.0,1.0,-2.6,2,,
16-10-02,Bears,Lions,3.0,17,14,1.0,-3.0,-2.9,1.0,0.0,-0.3,2,,
16-10-02,Jaguars,Colts,2.5,30,27,0.0,-1.0,-2.7,-1.0,-1.0,-1.9,2,,
16-10-03,Vikings,Giants,-4.5,24,10,-3.0,3.0,1.4,2.0,-1.0,1.0,-5,Giants,L
16-10-06,49ers,Cardinals,3.5,21,33,1.0,-2.0,-4.6,4.0,-2.0,1.8,-1,,
16-10-09,,Jets,-9.0,31,13,-2.0,2.0,3.3,3.0,0.0,-0.3,-4,Jets,L
16-10-09,Vikings,Texans,-6.5,31,13,-2.0,4.0,1.9,1.0,2.0,0.7,-3,Texans,L
16-10-09,Cowboys,Bengals,2.0,28,14,-1.0,2.0,-0.1,-2.0,-2.0,3.2,-3,Bengals,L
16-10-09,Raiders,Chargers,-3.5,34,31,-0.0,2.0,1.3,1.0,0.0,0.3,-3,Chargers,W
16-10-09,Packers,Giants,-7.5,23,16,-1.0,-2.0,6.1,2.0,-2.0,0.3,-3,Giants,W
16-10-09,Colts,Bears,-4.5,29,23,1.0,-2.0,1.3,-2.0,-2.0,-3.8,3,Colts,W
16-10-09,Lions,Eagles,3.5,24,23,2.0,-1.0,1.9,-2.0,3.0,-3.5,5,Lions,W
16-10-09,Broncos,Falcons,-4.0,16,23,-3.0,4.0,3.4,-1.0,2.0,-0.3,-1,,
16-10-09,Ravens,Redskins,-4.0,10,16,0.0,0.0,1.2,-2.0,0.0,-1.4,0,,
16-10-09,Rams,Bills,2.0,19,30,-4.0,2.0,-3.6,-1.0,0.0,-4.3,0,,
16-10-09,Dolphins,Titans,-3.0,17,30,2.0,-2.0,-1.3,-1.0,-2.0,-1.6,1,,
16-10-09,Browns,Patriots,10.5,13,33,2.0,0.0,-6.7,1.0,2.0,-0.6,2,,
16-10-10,Panthers,Buccaneers,-4.0,14,17,1.0,-2.0,6.0,3.0,-2.0,-2.0,1,,
16-10-13,Chargers,Broncos,3.0,21,13,3.0,1.0,-0.5,0.0,3.0,2.2,2,,
16-10-16,Bills,49ers,-8.5,45,16,-3.0,1.0,-1.0,3.0,-3.0,-4.7,-5,49ers,L
16-10-16,Saints,Panthers,3.0,41,38,-1.0,0.0,-1.3,4.0,-3.0,3.2,-4,Panthers,L
16-10-16,Patriots,Bengals,-7.5,35,17,-1.0,3.0,2.9,-1.0,-3.0,3.8,-3,Bengals,L
16-10-16,Packers,Cowboys,-4.5,16,30,1.0,-2.0,4.4,1.0,3.0,-0.7,3,Packers,L
16-10-16,Bears,Jaguars,-1.5,16,17,1.0,-3.0,-3.7,-1.0,0.0,-5.5,4,Bears,L
16-10-16,Raiders,Chiefs,1.5,10,26,-3.0,1.0,-0.1,2.0,-2.0,3.1,-5,Chiefs,W
16-10-16,Titans,Browns,-7.5,28,26,-2.0,-1.0,-1.9,1.0,-1.0,-9.2,-3,Browns,W
16-10-16,Redskins,Eagles,3.0,27,20,1.0,1.0,-2.3,1.0,2.0,4.0,-1,,
16-10-16,Giants,Ravens,-3.5,27,23,-1.0,-2.0,0.2,-1.0,-1.0,-0.8,-1,,
16-10-16,,Falcons,-6.5,26,24,-3.0,0.0,4.3,-0.0,3.0,-0.2,-1,,
16-10-16,Texans,Colts,-3.0,26,23,1.0,1.0,0.3,-1.0,-1.0,-1.5,-1,,
16-10-16,Lions,Rams,-3.0,31,28,-1.0,0.0,-0.6,3.0,1.0,-4.7,0,,
16-10-16,Dolphins,,7.0,30,15,2.0,-3.0,-1.5,1.0,3.0,6.7,1,,
16-10-17,Cardinals,Jets,-7.5,28,3,-3.0,-1.0,2.0,-1.0,-1.0,0.9,-1,,
16-10-20,Packers,Bears,-9.0,26,10,2.0,-3.0,1.5,-2.0,-4.0,-5.7,1,,
16-10-23,Bengals,Browns,-10.0,31,17,-0.0,-4.0,2.4,-1.0,0.0,-7.8,3,Bengals,W
16-10-23,Jets,Ravens,-2.0,24,16,2.0,-2.0,0.6,-3.0,-2.0,-1.6,3,Jets,W
16-10-23,Jaguars,Raiders,-1.0,16,33,2.0,1.0,-4.9,2.0,0.0,-1.2,-2,,
16-10-23,Cardinals,,-1.5,6,6,-2.0,0.0,4.4,-2.0,-1.0,4.3,-2,,
16-10-23,Lions,Redskins,-1.5,20,17,-1.0,0.0,-2.0,1.0,2.0,-2.6,-2,,
16-10-23,49ers,Buccaneers,0.0,17,34,-1.0,-4.0,-3.4,-4.0,-1.0,1.2,-1,,
16-10-23,Dolphins,Bills,3.0,28,25,-2.0,-2.0,-2.8,1.0,2.0,1.9,-1,,
16-10-23,Rams,Giants,3.0,10,17,1.0,1.0,-2.1,3.0,-1.0,-1.4,-1,,
16-10-23,Titans,Colts,-3.0,26,34,1.0,-2.0,-3.2,-0.0,-1.0,-1.8,0,,
16-10-23,Falcons,Chargers,-6.5,30,33,2.0,4.0,0.8,0.0,2.0,-1.7,0,,
16-10-23,Chiefs,Saints,-6.0,27,21,-2.0,-1.0,3.4,-1.0,1.0,-1.8,1,,
16-10-23,Eagles,Vikings,3.0,21,10,-1.0,1.0,3.5,-1.0,5.0,1.4,1,,
16-10-23,,Patriots,7.0,16,27,2.0,2.0,6.9,0.0,4.0,5.6,2,,
16-10-24,Broncos,Texans,-8.0,27,9,-0.0,2.0,3.8,0.0,1.0,-1.1,-1,,
16-10-27,Titans,Jaguars,-3.5,36,22,1.0,-3.0,-1.2,3.0,0.0,-4.2,0,,
16-10-30,Falcons,Packers,-3.0,33,32,-1.0,3.0,1.0,-1.0,-2.0,1.8,-3,Packers,W
16-10-30,Texans,Lions,-2.5,20,13,2.0,0.0,-0.4,-2.0,1.0,-4.2,4,Texans,W
16-10-30,Cowboys,Eagles,-4.5,29,23,-2.0,4.0,0.1,0.0,2.0,1.2,-2,,
16-10-30,Bills,Patriots,6.5,25,41,-0.0,1.0,1.9,1.0,5.0,10.6,-2,,
16-10-30,Colts,Chiefs,2.5,14,30,-1.0,0.0,-1.2,-2.0,-1.0,1.4,-2,,
16-10-30,Saints,,2.5,25,20,2.0,1.0,-2.1,-0.0,-0.0,4.0,-1,,
16-10-30,Broncos,Chargers,-5.5,27,19,-2.0,3.0,4.1,1.0,3.0,-2.3,-1,,
16-10-30,Panthers,Cardinals,-3.0,30,20,1.0,-4.0,3.5,0.0,-1.0,2.4,0,,
16-10-30,Bengals,Redskins,-3.0,27,27,-1.0,-3.0,3.8,2.0,1.0,-3.0,1,,
16-10-30,Buccaneers,Raiders,-1.0,24,30,-2.0,0.0,0.0,-3.0,1.0,-2.4,2,,
16-10-30,Browns,Jets,3.0,28,31,1.0,-1.0,-4.1,-1.0,-1.0,-2.1,3,Browns,
16-10-31,Bears,Vikings,5.5,20,10,1.0,-5.0,-4.8,-0.0,4.0,6.0,2,,
16-11-03,Buccaneers,Falcons,3.5,28,43,-1.0,-1.0,-1.8,0.0,2.0,2.5,0,,
16-11-06,Chiefs,Jaguars,-9.5,19,14,-2.0,0.0,3.0,1.0,-1.0,-2.6,-4,Jaguars,W
16-11-06,Ravens,,-2.5,21,14,1.0,-3.0,0.2,-1.0,1.0,1.3,3,Ravens,W
16-11-06,Chargers,Titans,-5.5,43,35,-0.0,2.0,-0.7,-1.0,-2.0,-2.5,-2,,
16-11-06,Packers,Colts,-7.0,26,31,-0.0,-1.0,2.8,2.0,-1.0,-2.4,-2,,
16-11-06,Giants,Eagles,-2.5,28,23,-3.0,0.0,1.0,-0.0,1.0,0.9,-1,,
16-11-06,Dolphins,Jets,-3.5,27,23,0.0,-1.0,-6.3,-2.0,-1.0,-1.0,0,,
16-11-06,Rams,Panthers,3.0,10,13,3.0,0.0,-4.3,-1.0,-3.0,3.3,0,,
16-11-06,Raiders,Broncos,-1.0,30,20,1.0,2.0,-0.2,0.0,4.0,2.5,0,,
16-11-06,Vikings,Lions,-6.5,16,22,-0.0,3.0,5.4,-1.0,0.0,-2.5,1,,
16-11-06,49ers,Saints,3.0,23,41,2.0,-5.0,-4.8,0.0,2.0,-0.7,2,,
16-11-06,Browns,Cowboys,8.0,10,35,2.0,-1.0,-6.6,0.0,5.0,1.6,2,,
16-11-07,,Bills,-7.0,31,25,-0.0,-1.0,5.0,0.0,0.0,-0.1,0,,
16-11-10,Ravens,Browns,-10.0,28,7,0.0,-2.0,0.0,0.0,-2.0,-8.3,-1,,
16-11-13,Saints,Broncos,-3.0,23,25,-4.0,3.0,-0.3,2.0,3.0,2.1,-3,Broncos,W
16-11-13,Eagles,Falcons,2.0,24,15,-0.0,-0.0,1.3,-1.0,3.0,2.8,3,Eagles,W
16-11-13,Patriots,,-7.5,24,31,-0.0,6.0,9.7,-1.0,-2.0,5.0,-2,,
16-11-13,Chargers,Dolphins,-4.0,24,31,-3.0,3.0,-0.7,-2.0,0.0,-3.6,-2,,
16-11-13,Redskins,Vikings,-2.5,26,20,-1.0,2.0,-0.2,-1.0,2.0,4.0,-1,,
16-11-13,Cardinals,49ers,-13.5,23,20,1.0,-2.0,3.1,4.0,-6.0,-6.2,-1,,
16-11-13,Panthers,Chiefs,-3.0,17,20,-1.0,-3.0,3.3,-4.0,-1.0,3.4,-1,,
16-11-13,,Cowboys,-2.5,30,35,-0.0,-0.0,0.9,-0.0,6.0,2.6,0,,
16-11-13,Jaguars,Texans,-1.5,21,24,4.0,0.0,-3.1,1.0,1.0,-1.7,0,,
16-11-13,Jets,Rams,-1.5,6,9,2.0,-2.0,-3.0,1.0,0.0,-2.8,0,,
16-11-13,Titans,Packers,3.0,47,25,3.0,-3.0,-2.9,-1.0,-2.0,2.4,1,,
16-11-13,Buccaneers,Bears,2.5,36,10,1.0,-2.0,-3.3,0.0,-4.0,-4.3,2,,
16-11-14,Giants,Bengals,1.0,21,20,0.0,1.0,1.2,1.0,-4.0,0.3,-2,,
16-11-17,Panthers,Saints,-3.5,23,20,1.0,-4.0,3.5,2.0,2.0,0.3,1,,
16-11-20,Redskins,Packers,-3.0,42,24,0.0,3.0,3.6,3.0,-3.0,2.8,-4,Packers,L
16-11-20,Vikings,Cardinals,-2.5,30,24,-0.0,1.0,4.6,3.0,-3.0,4.1,-4,Cardinals,L
16-11-20,Lions,Jaguars,-6.5,26,19,1.0,1.0,0.6,2.0,-1.0,-3.3,-3,Jaguars,L
16-11-20,Giants,Bears,-7.5,22,16,1.0,2.0,-1.4,3.0,-5.0,-0.7,-3,Bears,W
16-11-20,Cowboys,Ravens,-7.0,27,17,1.0,7.0,0.9,-1.0,-1.0,-1.5,-1,,
16-11-20,49ers,Patriots,13.0,17,30,-3.0,-5.0,-6.3,2.0,5.0,10.6,-1,,
16-11-20,Bengals,Bills,-3.0,12,16,-1.0,-5.0,2.4,1.0,1.0,1.9,-1,,
16-11-20,Colts,Titans,-3.0,24,17,1.0,0.0,-1.8,-3.0,-2.0,-3.3,0,,
16-11-20,Chiefs,Buccaneers,-7.5,17,19,-1.0,0.0,3.5,-3.0,-1.0,-5.1,0,,
16-11-20,Browns,,8.0,9,24,1.0,-3.0,-8.8,-1.0,-1.0,0.0,1,,
16-11-20,Rams,Dolphins,1.5,10,14,-1.0,1.0,-2.7,-3.0,1.0,-2.8,1,,
16-11-20,,Eagles,-6.5,26,15,-2.0,-1.0,6.0,0.0,1.0,-1.7,2,,
16-11-21,Raiders,Texans,-6.0,27,20,-2.0,3.0,-1.9,-2.0,2.0,-1.7,-1,,
16-11-24,Lions,Vikings,-2.5,16,13,-1.0,2.0,-1.2,-1.0,2.0,3.6,-1,,
16-11-24,Cowboys,Redskins,-7.0,31,26,0.0,8.0,1.8,-2.0,4.0,3.0,0,,
16-11-24,Colts,,3.0,7,28,1.0,1.0,-2.8,-2.0,0.0,0.9,0,,
16-11-27,Falcons,Cardinals,-6.0,38,19,-0.0,2.0,4.6,1.0,-4.0,4.0,-4,Cardinals,L
16-11-27,Browns,Giants,7.0,13,27,2.0,-4.0,-9.7,-1.0,1.0,1.6,3,Browns,L
16-11-27,Bears,Titans,5.5,21,27,1.0,-4.0,-1.8,-1.0,-3.0,-3.0,3,Bears,L
16-11-27,Broncos,Chiefs,-3.5,27,30,-2.0,4.0,1.1,1.0,-1.0,0.9,-5,Chiefs,W
16-11-27,Raiders,Panthers,-3.5,35,32,-1.0,4.0,-0.7,-2.0,-5.0,1.3,-3,Panthers,W
16-11-27,Dolphins,49ers,-7.5,31,24,-0.0,2.0,-1.2,0.0,-5.0,-5.9,-3,49ers,W
16-11-27,Bills,Jaguars,-7.5,28,21,-1.0,2.0,3.2,1.0,-2.0,-4.8,-3,Jaguars,W
16-11-27,Ravens,Bengals,-4.0,19,14,-0.0,-2.0,-2.0,1.0,-6.0,3.9,-2,,
16-11-27,Buccaneers,,6.0,14,5,-1.0,0.0,-4.3,-2.0,0.0,5.4,-1,,
16-11-27,Saints,Rams,-7.0,49,21,2.0,3.0,0.7,0.0,0.0,-4.8,-1,,
16-11-27,Texans,Chargers,1.5,13,21,1.0,1.0,-3.4,3.0,2.0,-0.4,-1,,
16-11-27,Jets,Patriots,7.5,17,22,1.0,-3.0,-4.6,-0.0,5.0,10.3,2,,
16-11-28,Eagles,Packers,-4.0,13,27,2.0,0.0,1.2,2.0,-4.0,2.9,-2,,
16-12-01,Vikings,Cowboys,3.5,15,17,1.0,1.0,1.4,0.0,7.0,5.1,0,,
16-12-04,Patriots,Rams,-13.5,26,10,-2.0,4.0,8.4,1.0,-1.0,-4.3,-5,Rams,L
16-12-04,Saints,Lions,-5.5,13,28,-1.0,4.0,-0.2,-1.0,3.0,0.3,-1,,
16-12-04,Raiders,Bills,-3.0,38,24,0.0,4.0,0.0,0.0,1.0,0.7,-1,,
16-12-04,,Giants,-6.0,24,14,-2.0,1.0,4.1,-2.0,2.0,0.4,-1,,
16-12-04,Bears,49ers,-2.5,26,6,2.0,-5.0,-5.7,2.0,-4.0,-6.6,-1,,
16-12-04,,Panthers,-7.0,40,7,1.0,-1.0,4.2,-0.0,-5.0,0.2,0,,
16-12-04,Packers,Texans,-4.5,21,13,-1.0,-3.0,1.8,3.0,0.0,-3.0,0,,
16-12-04,Cardinals,Redskins,-2.5,31,23,-0.0,-5.0,2.4,-0.0,5.0,1.3,1,,
16-12-04,Ravens,Dolphins,-3.5,38,6,-1.0,-1.0,1.5,-2.0,1.0,-1.2,1,,
16-12-04,Falcons,Chiefs,-3.5,28,29,0.0,3.0,5.3,-1.0,0.0,-0.1,1,,
16-12-04,Bengals,Eagles,2.5,32,14,1.0,-7.0,1.2,1.0,-1.0,1.8,1,,
16-12-04,Chargers,Buccaneers,-4.0,21,28,-3.0,3.0,1.3,-1.0,1.0,-5.4,1,,
16-12-04,Jaguars,Broncos,5.0,10,20,-0.0,-1.0,-3.9,1.0,3.0,0.5,2,,
16-12-05,Jets,Colts,1.0,10,41,2.0,-2.0,-2.8,2.0,0.0,-1.2,0,,
16-12-08,Chiefs,Raiders,-3.0,21,13,-0.0,1.0,2.9,-2.0,5.0,0.6,0,,
16-12-11,Buccaneers,Saints,-2.5,16,11,-1.0,2.0,-2.5,3.0,3.0,1.3,-3,Saints,L
16-12-11,Jaguars,Vikings,3.5,16,25,3.0,-2.0,-4.6,-1.0,2.0,-0.7,3,Jaguars,L
16-12-11,Eagles,Redskins,1.0,22,27,1.0,-2.0,2.8,2.0,4.0,1.0,3,Eagles,L
16-12-11,Lions,Bears,-8.0,20,17,-3.0,4.0,-1.2,1.0,-4.0,-6.0,-5,Bears,W
16-12-11,Colts,Texans,-4.5,17,22,-2.0,1.0,-0.6,-0.0,-1.0,-2.2,-4,Texans,W
16-12-11,49ers,Jets,-1.0,17,23,-1.0,-5.0,-6.1,2.0,-3.0,-4.0,-3,Jets,W
16-12-11,Panthers,Chargers,-1.0,28,16,1.0,-6.0,1.5,1.0,2.0,-0.2,3,Panthers,W
16-12-11,Giants,Cowboys,3.0,10,7,-0.0,1.0,0.2,1.0,6.0,5.2,-2,,
16-12-11,Dolphins,Cardinals,-2.0,26,23,1.0,0.0,-0.6,-2.0,-4.0,0.8,0,,
16-12-11,Titans,Broncos,-1.0,13,10,-2.0,-2.0,0.5,-3.0,4.0,3.3,1,,
16-12-11,Packers,,2.5,38,10,0.0,-2.0,0.7,-1.0,0.0,5.8,1,,
16-12-11,Bills,,2.0,20,27,2.0,0.0,0.1,0.0,2.0,3.8,1,,
16-12-11,Browns,Bengals,6.0,10,23,2.0,-5.0,-8.7,-1.0,-6.0,-1.4,1,,
16-12-11,Rams,Falcons,6.0,14,42,2.0,-2.0,-3.1,0.0,2.0,3.8,2,,
16-12-12,Patriots,Ravens,-7.0,30,23,-2.0,5.0,7.7,-1.0,0.0,-0.1,0,,
16-12-15,,Rams,-15.0,24,3,6.0,-1.0,5.8,5.0,-3.0,-4.9,-1,,
16-12-17,Jets,Dolphins,2.5,13,34,1.0,-2.0,-4.4,-1.0,1.0,0.3,3,Jets,L
16-12-18,Falcons,49ers,-13.5,41,13,-5.0,3.0,3.8,-1.0,-6.0,-6.3,-3,49ers,L
16-12-18,Bills,Browns,-10.0,33,13,-2.0,-1.0,-0.4,1.0,-6.0,-10.2,-3,Browns,L
16-12-18,Ravens,Eagles,-6.0,27,26,-2.0,0.0,1.2,1.0,-3.0,1.2,-4,Eagles,W
16-12-18,Vikings,Colts,-5.0,6,34,1.0,3.0,0.4,2.0,0.0,-0.5,-2,,
16-12-18,Giants,Lions,-4.0,17,6,0.0,2.0,0.5,2.0,3.0,-1.7,-2,,
16-12-18,Texans,Jaguars,-5.0,21,20,-2.0,0.0,-1.8,-1.0,-3.0,-5.7,-2,,
16-12-18,Chiefs,Titans,-5.5,17,19,3.0,2.0,2.0,-2.0,-1.0,0.7,-1,,
16-12-18,Bengals,,3.0,20,24,-1.0,-5.0,-1.8,2.0,3.0,4.2,-1,,
16-12-18,Bears,Packers,5.5,27,30,-2.0,-3.0,-6.7,-6.0,-1.0,0.4,-1,,
16-12-18,Broncos,Patriots,3.0,3,16,2.0,3.0,2.5,2.0,5.0,5.7,-1,,
16-12-18,Cardinals,Saints,-3.0,41,48,1.0,-5.0,1.7,3.0,2.0,0.1,1,,
16-12-18,Cowboys,Buccaneers,-7.0,26,20,-0.0,5.0,6.7,-3.0,3.0,-0.5,2,,
16-12-18,Chargers,Raiders,3.0,16,19,4.0,1.0,2.1,-3.0,4.0,1.1,3,Chargers,
16-12-19,Redskins,Panthers,-6.5,15,26,-1.0,5.0,3.7,-4.0,-5.0,0.7,-3,Panthers,W
16-12-22,Eagles,Giants,2.5,24,19,-1.0,-2.0,0.3,-2.0,3.0,-0.2,3,Eagles,W
16-12-24,Patriots,Jets,-16.5,41,3,-3.0,6.0,7.1,3.0,-3.0,-4.7,-5,Jets,L
16-12-24,Saints,Buccaneers,-3.0,31,24,-1.0,3.0,1.2,3.0,4.0,0.5,-3,Buccaneers,L
16-12-24,,Cardinals,-8.5,31,34,1.0,0.0,6.6,1.0,-6.0,1.5,-2,,
16-12-24,Rams,49ers,-4.0,21,22,-1.0,-4.0,-4.8,-0.0,-7.0,-6.4,-2,,
16-12-24,Jaguars,Titans,4.5,38,17,-1.0,-2.0,-5.7,2.0,0.0,0.3,-2,,
16-12-24,Packers,Vikings,-7.0,38,25,-4.0,-2.0,0.6,3.0,2.0,0.2,-1,,
16-12-24,Texans,Bengals,-2.0,12,10,1.0,-1.0,-3.2,1.0,-6.0,-1.5,-1,,
16-12-24,Panthers,Falcons,3.5,16,33,-3.0,-4.0,-0.2,0.0,4.0,4.1,0,,
16-12-24,Bears,Redskins,3.5,21,41,4.0,-2.0,-7.4,3.0,4.0,3.3,1,,
16-12-24,Bills,Dolphins,-4.0,31,34,0.0,0.0,-0.7,-3.0,2.0,0.7,1,,
16-12-24,Browns,Chargers,6.0,20,17,-0.0,-7.0,-8.8,0.0,1.0,-0.5,1,,
16-12-24,Raiders,Colts,-3.5,33,25,-0.0,4.0,3.6,-3.0,1.0,-1.6,2,,
16-12-25,Chiefs,Broncos,-4.0,33,10,-2.0,1.0,3.0,3.0,2.0,1.7,-3,Broncos,L
16-12-25,,Ravens,-5.0,31,27,-1.0,4.0,4.2,1.0,-1.0,2.7,-5,Ravens,W
16-12-26,Cowboys,Lions,-7.0,42,21,-3.0,4.0,5.6,2.0,2.0,-1.5,-1,,
17-01-01,Vikings,Bears,-5.5,38,10,2.0,1.0,0.1,5.0,-3.0,-5.0,-3,Bears,L
17-01-01,Dolphins,Patriots,9.5,14,35,1.0,3.0,-0.9,-4.0,7.0,7.3,3,Dolphins,L
17-01-01,Chargers,Chiefs,4.5,27,37,1.0,0.0,-1.3,-2.0,2.0,3.0,4,Chargers,L
17-01-01,Redskins,Giants,-8.0,10,19,-5.0,5.0,1.6,2.0,2.0,2.5,-3,Giants,W
