date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
15-09-27,Vikings,Chargers,-2.5,31,14,-2.0,0.0,1.5,1.0,0.0,1.3,-3,Chargers,L
15-09-28,Packers,Chiefs,-6.5,38,28,-1.0,2.0,4.8,4.0,0.0,3.6,-4,Chiefs,L
15-10-01,,Ravens,2.5,20,23,-0.0,2.0,1.5,-1.0,-3.0,2.3,0,,
15-10-04,49ers,Packers,8.0,3,17,3.0,-1.0,-2.7,-1.0,3.0,6.5,3,49ers,L
15-10-04,Bears,Raiders,3.0,22,20,-0.0,-3.0,-4.7,-1.0,1.0,-5.7,4,Bears,W
15-10-04,Bengals,Chiefs,-4.0,36,21,1.0,3.0,2.0,1.0,-1.0,3.7,-3,Chiefs,L
15-10-04,Bills,Giants,-5.0,10,24,-3.0,1.0,2.4,-3.0,1.0,-4.3,1,,
15-10-04,Broncos,Vikings,-7.0,23,20,-1.0,3.0,5.0,-1.0,1.0,0.6,-1,,
15-10-04,Buccaneers,Panthers,3.0,23,37,-0.0,-1.0,-4.0,-2.0,1.0,2.9,2,,
15-10-04,Cardinals,Rams,-7.0,22,24,-3.0,3.0,0.4,0.0,-1.0,-0.8,-4,Rams,W
15-10-04,Chargers,Browns,-7.5,30,27,1.0,-1.0,1.3,1.0,-1.0,-5.2,-1,,
15-10-04,Colts,Jaguars,-9.0,16,13,-0.0,-3.0,4.0,1.0,-1.0,-4.7,-2,,
15-10-04,Dolphins,Jets,1.5,14,27,3.0,-1.0,2.6,3.0,1.0,-1.3,3,Dolphins,L
15-10-04,Falcons,Texans,-6.0,48,21,-1.0,3.0,-1.9,0.0,-1.0,0.5,-4,Texans,L
15-10-04,Redskins,Eagles,3.0,23,20,3.0,-1.0,-5.6,-3.0,-1.0,-0.2,1,,
15-10-04,Saints,Cowboys,-3.0,26,20,2.0,-1.0,-0.4,1.0,-1.0,-4.0,1,,
15-10-05,,Lions,-10.0,13,10,0.0,-1.0,6.4,1.0,-3.0,-0.2,-2,,
15-10-08,Texans,Colts,-2.0,20,27,4.0,-2.0,-1.5,2.0,-4.0,2.6,-1,,
15-10-11,Bengals,Seahawks,-3.5,27,24,-1.0,4.0,4.4,2.0,-2.0,5.8,-5,Seahawks,W
15-10-11,Buccaneers,Jaguars,-3.0,38,31,4.0,-2.0,-5.2,-2.0,0.0,-5.1,2,,
15-10-11,Chiefs,Bears,-9.5,17,18,1.0,-2.0,3.0,1.0,-2.0,-6.0,-1,,
15-10-11,Cowboys,Patriots,9.0,6,30,-0.0,-2.0,-1.8,-1.0,2.0,4.3,4,Cowboys,L
15-10-11,Eagles,Saints,-5.0,39,17,1.0,-2.0,1.7,0.0,0.0,-1.8,1,,
15-10-11,Falcons,Redskins,-7.0,25,19,-4.0,4.0,0.8,-1.0,0.0,-5.0,-2,,
15-10-11,Giants,49ers,-7.0,30,27,-1.0,2.0,-2.7,1.0,-2.0,-3.9,-5,49ers,W
15-10-11,Lions,Cardinals,3.0,17,42,-2.0,-2.0,-0.7,3.0,2.0,0.1,1,,
15-10-11,Packers,Rams,-9.5,24,10,-1.0,4.0,6.7,-3.0,0.0,-2.9,0,,
15-10-11,Raiders,Broncos,4.5,10,16,-1.0,0.0,-1.7,1.0,2.0,4.9,-2,,
15-10-11,Ravens,Browns,-7.0,30,33,2.0,-2.0,4.9,1.0,0.0,-2.5,2,,
15-10-11,Titans,Bills,0.5,13,14,0.0,1.0,-2.4,1.0,0.0,-0.6,-3,Bills,W
15-10-12,Chargers,,-3.0,20,24,-1.0,-2.0,2.0,-2.0,1.0,-0.4,1,,
15-10-15,Saints,Falcons,3.5,31,21,2.0,-1.0,-0.9,1.0,3.0,1.6,3,Saints,W
15-10-18,49ers,Ravens,2.0,25,20,-1.0,-1.0,-4.4,0.0,-3.0,2.7,-2,,
15-10-18,Bills,Bengals,3.0,21,34,-0.0,-0.0,1.7,1.0,4.0,2.5,1,,
15-10-18,Browns,Broncos,3.5,23,26,-0.0,1.0,-2.6,-1.0,3.0,3.4,0,,
15-10-18,Colts,Patriots,9.5,27,34,-2.0,-3.0,2.4,-2.0,3.0,8.7,3,Colts,W
15-10-18,Jaguars,Texans,-2.0,20,31,2.0,-1.0,-3.8,2.0,-3.0,0.5,-1,,
15-10-18,Jets,Redskins,-6.5,34,20,-1.0,2.0,2.6,-1.0,1.0,-3.1,-1,,
15-10-18,Lions,Bears,-3.5,37,34,6.0,-3.0,-3.8,1.0,-1.0,-7.0,-1,,
15-10-18,Packers,Chargers,-10.5,27,20,-1.0,5.0,5.1,1.0,-3.0,0.3,-5,Chargers,W
15-10-18,,Panthers,-7.0,23,27,-1.0,-2.0,3.1,-4.0,2.0,2.5,1,,
15-10-18,,Cardinals,4.0,25,13,-1.0,2.0,-0.5,-6.0,3.0,1.5,1,,
15-10-18,Titans,Dolphins,-2.0,10,38,0.0,1.0,-2.2,1.0,-2.0,0.1,-4,Dolphins,W
15-10-18,Vikings,Chiefs,-3.5,16,10,-1.0,2.0,-1.0,-1.0,-3.0,0.6,-3,Chiefs,L
15-10-19,Eagles,Giants,-5.5,27,7,-2.0,-1.0,1.8,1.0,1.0,-0.5,-1,,
15-10-22,49ers,,6.5,3,20,-2.0,0.0,-3.7,-2.0,-3.0,4.9,-2,,
15-10-25,Chargers,Raiders,-3.5,29,37,1.0,-2.0,-0.9,1.0,-1.0,-1.7,-1,,
15-10-25,Chiefs,,-3.0,23,13,-1.0,-4.0,1.7,-3.0,3.0,-2.4,3,Chiefs,W
15-10-25,Colts,Saints,-4.5,21,27,-1.0,-2.0,-0.2,-3.0,0.0,-2.6,0,,
15-10-25,Dolphins,Texans,-4.5,44,26,-2.0,-1.0,-3.7,-3.0,-2.0,-1.5,-1,,
15-10-25,Giants,Cowboys,-3.0,27,20,-1.0,0.0,-1.2,2.0,-3.0,-1.2,-4,Cowboys,L
15-10-25,Jaguars,Bills,3.5,34,31,3.0,-2.0,-3.1,1.0,-1.0,-1.3,1,,
15-10-25,Lions,Vikings,1.5,19,28,2.0,-4.0,-3.3,1.0,3.0,1.6,1,,
15-10-25,Panthers,Eagles,-3.0,27,16,2.0,3.0,1.3,1.0,0.0,1.1,-2,,
15-10-25,Patriots,Jets,-7.5,30,23,1.0,2.0,11.5,1.0,3.0,0.9,1,,
15-10-25,Rams,Browns,-6.5,24,6,1.0,-1.0,-1.0,0.0,2.0,-2.3,2,,
15-10-25,Redskins,Buccaneers,-3.0,31,30,-1.0,0.0,-2.5,-2.0,-1.0,-3.8,-2,,
15-10-25,Titans,Falcons,6.5,7,10,2.0,0.0,-5.1,3.0,2.0,2.9,0,,
15-10-26,Cardinals,Ravens,-8.5,26,18,3.0,2.0,3.5,2.0,-4.0,1.8,-3,Ravens,W
15-10-29,Patriots,Dolphins,-8.0,36,7,-1.0,1.0,8.3,0.0,0.0,-3.3,-1,,
15-11-01,Bears,Vikings,-1.0,20,23,-2.0,0.0,-4.3,1.0,4.0,1.7,-2,,
15-11-01,Broncos,Packers,2.5,29,10,-0.0,2.0,5.4,-1.0,4.0,7.6,2,,
15-11-01,Browns,Cardinals,6.0,20,34,3.0,1.0,-2.1,-2.0,1.0,6.2,1,,
15-11-01,Chiefs,Lions,-4.0,45,10,-3.0,-3.0,0.8,-1.0,-5.0,-2.7,-1,,
15-11-01,Cowboys,,6.0,12,13,4.0,-4.0,-2.5,2.0,-2.0,4.9,-1,,
15-11-01,Falcons,Buccaneers,-7.0,20,23,-0.0,1.0,3.0,-0.0,-0.0,-3.4,-2,,
15-11-01,Raiders,Jets,3.0,34,20,-2.0,0.0,-0.4,1.0,4.0,2.8,-2,,
15-11-01,Rams,49ers,-8.0,27,6,-3.0,0.0,1.4,-2.0,-1.0,-4.5,-2,,
15-11-01,Ravens,Chargers,-3.0,29,26,2.0,-3.0,1.1,2.0,-3.0,0.2,-1,,
15-11-01,Saints,Giants,-3.0,52,49,-2.0,1.0,-3.5,-4.0,1.0,-2.0,-1,,
15-11-01,,Bengals,-1.5,10,16,3.0,2.0,0.0,-1.0,5.0,5.0,1,,
15-11-01,Texans,Titans,-3.5,20,6,-0.0,-3.0,-4.4,0.0,1.0,-5.5,1,,
15-11-02,Panthers,Colts,-7.0,29,26,2.0,4.0,0.9,2.0,-3.0,-2.6,-3,Colts,W
15-11-05,Bengals,Browns,-11.0,31,10,-1.0,6.0,3.5,-2.0,0.0,-3.4,-2,,
15-11-08,49ers,Falcons,7.0,17,16,-1.0,-2.0,-5.3,4.0,0.0,4.0,-2,,
15-11-08,Bills,Dolphins,-3.0,33,17,3.0,-2.0,0.4,2.0,-1.0,-0.1,-1,,
15-11-08,Buccaneers,Giants,2.5,18,32,-4.0,1.0,-0.5,-1.0,1.0,-3.8,1,,
15-11-08,Colts,Broncos,5.0,27,24,1.0,-2.0,-3.8,1.0,3.0,2.7,1,,
15-11-08,Cowboys,Eagles,2.5,27,33,-1.0,-3.0,-4.5,-2.0,-1.0,-0.7,-1,,
15-11-08,Jets,Jaguars,-7.0,28,23,1.0,3.0,2.8,-3.0,-1.0,-4.7,1,,
15-11-08,Panthers,Packers,2.5,37,29,-1.0,3.0,0.0,-1.0,3.0,7.8,-1,,
15-11-08,Patriots,Redskins,-14.0,27,10,-2.0,2.0,6.2,0.0,-1.0,-0.5,-4,Redskins,L
15-11-08,Saints,Titans,-8.0,28,34,1.0,1.0,-4.0,3.0,0.0,-3.7,-2,,
15-11-08,,Raiders,-4.5,38,35,1.0,1.0,1.3,-1.0,1.0,-2.6,1,,
15-11-08,Vikings,Rams,-2.0,21,18,1.0,5.0,2.4,1.0,1.0,-0.1,1,,
15-11-09,Chargers,Bears,-4.0,19,22,-0.0,-3.0,-0.6,-1.0,-1.0,-0.4,0,,
15-11-12,Jets,Bills,-2.5,17,22,-4.0,2.0,1.5,-1.0,-1.0,0.5,-3,Bills,W
15-11-15,Broncos,Chiefs,-6.0,13,29,2.0,2.0,4.3,-2.0,-2.0,-1.4,-1,,
15-11-15,Buccaneers,Cowboys,-1.5,10,6,1.0,0.0,-3.3,1.0,-4.0,-1.8,-2,,
15-11-15,Eagles,Dolphins,-6.5,19,20,-1.0,0.0,3.5,1.0,-2.0,0.3,-4,Dolphins,W
15-11-15,Giants,Patriots,7.0,26,27,-1.0,2.0,0.9,0.0,3.0,6.6,0,,
15-11-15,Packers,Lions,-11.5,16,18,1.0,2.0,8.6,2.0,-6.0,-3.3,-1,,
15-11-15,Raiders,Vikings,-3.0,14,30,2.0,2.0,-2.8,1.0,6.0,-0.7,-1,,
15-11-15,Rams,Bears,-7.0,13,37,-1.0,0.0,-0.1,1.0,0.0,-2.5,-3,Bears,W
15-11-15,Ravens,Jaguars,-5.5,20,22,0.0,-3.0,-1.1,4.0,0.0,-3.3,-1,,
15-11-15,Redskins,Saints,1.0,47,14,-0.0,-2.0,-3.9,1.0,0.0,-0.2,-1,,
15-11-15,,Cardinals,-3.0,32,39,1.0,-3.0,6.1,2.0,2.0,4.8,1,,
15-11-15,,Browns,-4.5,30,9,-2.0,0.0,-0.7,-0.0,-1.0,-4.4,-3,Browns,L
15-11-15,Titans,Panthers,5.5,10,27,-1.0,1.0,-4.6,-1.0,4.0,2.7,-1,,
15-11-16,Bengals,Texans,-10.5,6,10,0.0,7.0,3.0,-3.0,-2.0,-3.0,-2,,
15-11-19,Jaguars,Titans,-3.0,19,13,-3.0,1.0,-3.0,2.0,0.0,-6.1,-2,,
15-11-22,Bears,Broncos,-1.0,15,17,-0.0,1.0,-3.5,5.0,1.0,4.0,-2,,
15-11-22,Cardinals,Bengals,-5.0,34,31,2.0,3.0,5.5,1.0,6.0,3.7,-1,,
15-11-22,Chargers,Chiefs,3.0,3,33,-1.0,-4.0,-1.8,-5.0,-1.0,0.7,1,,
15-11-22,Dolphins,Cowboys,0.0,14,24,-1.0,-1.0,0.9,-1.0,-5.0,-2.6,1,,
15-11-22,Eagles,Buccaneers,-5.5,17,45,1.0,-1.0,3.8,1.0,1.0,-4.5,3,Eagles,L
15-11-22,Falcons,Colts,-6.0,21,24,-2.0,-1.0,2.5,-2.0,-1.0,-2.6,-1,,
15-11-22,Lions,Raiders,2.0,18,13,1.0,-5.0,-1.0,2.0,1.0,-1.9,3,Lions,W
15-11-22,Panthers,Redskins,-7.0,44,16,-2.0,5.0,2.8,-2.0,-1.0,-4.4,-1,,
15-11-22,Ravens,Rams,-2.5,16,13,3.0,-4.0,-0.7,0.0,-1.0,0.1,0,,
15-11-22,,49ers,-12.5,29,13,-2.0,-4.0,5.5,2.0,-1.0,-6.2,-3,49ers,L
15-11-22,Texans,Jets,2.5,24,17,-1.0,-1.0,-3.7,4.0,1.0,1.8,-1,,
15-11-22,Vikings,Packers,-1.0,13,30,-2.0,7.0,-1.2,-1.0,1.0,8.0,-1,,
15-11-23,Patriots,Bills,-7.0,20,13,1.0,2.0,7.6,-4.0,0.0,1.9,0,,
15-11-26,Cowboys,Panthers,1.0,14,33,1.0,-4.0,-0.4,-5.0,6.0,1.4,3,Cowboys,L
15-11-26,Lions,Eagles,-3.0,45,14,0.0,-4.0,-4.1,3.0,-2.0,1.4,-2,,
15-11-26,Packers,Bears,-8.5,13,17,-1.0,2.0,4.4,2.0,0.0,-1.6,-4,Bears,W
15-11-29,49ers,Cardinals,8.5,13,19,-0.0,-2.0,-5.1,1.0,2.0,5.8,0,,
15-11-29,Bengals,Rams,-9.5,31,7,-1.0,7.0,3.9,2.0,-2.0,1.0,-5,Rams,L
15-11-29,Broncos,Patriots,2.5,30,24,-2.0,2.0,1.8,0.0,2.0,7.0,-2,,
15-11-29,Chiefs,Bills,-4.5,30,22,-2.0,0.0,0.5,-0.0,-0.0,2.1,-2,,
15-11-29,Colts,Buccaneers,-3.0,25,12,-1.0,0.0,-2.5,-3.0,2.0,-2.1,0,,
15-11-29,Falcons,Vikings,-2.0,10,20,1.0,-2.0,1.4,1.0,6.0,1.4,1,,
15-11-29,Jaguars,Chargers,-5.0,25,31,1.0,2.0,-3.9,2.0,-5.0,-4.1,-3,Chargers,W
15-11-29,Jets,Dolphins,-4.5,38,20,1.0,0.0,1.8,-1.0,-2.0,-2.0,0,,
15-11-29,Redskins,Giants,1.5,20,14,5.0,-2.0,-3.0,-1.0,3.0,-0.7,3,Redskins,W
15-11-29,Seahawks,,-3.0,39,30,0.0,-3.0,5.1,-1.0,1.0,0.5,4,Seahawks,W
15-11-29,Texans,Saints,-3.5,24,6,-1.0,0.0,-3.7,2.0,-1.0,0.5,-4,Saints,L
15-11-29,Titans,Raiders,1.0,21,24,-1.0,-1.0,-4.9,-0.0,-0.0,0.5,-1,,
15-11-30,Browns,Ravens,-3.5,27,33,1.0,-2.0,-2.2,-2.0,-3.0,-0.5,1,,
15-12-03,Lions,Packers,3.0,23,27,-1.0,-3.0,-2.3,2.0,1.0,4.4,-1,,
15-12-06,Bears,49ers,-7.0,20,26,-2.0,1.0,-1.4,2.0,-1.0,-5.8,-5,49ers,W
15-12-06,Bills,Texans,-3.0,30,21,2.0,-1.0,0.8,0.0,1.0,-2.6,4,Bills,W
15-12-06,Browns,Bengals,7.0,3,37,-2.0,-3.0,0.4,-2.0,8.0,5.9,3,Browns,L
15-12-06,Buccaneers,Falcons,-2.0,23,19,1.0,1.0,-3.6,2.0,-3.0,0.6,-3,Falcons,L
15-12-06,Chargers,Broncos,4.5,3,17,-1.0,-4.0,-4.3,0.0,3.0,1.9,0,,
15-12-06,Dolphins,Ravens,-5.5,15,13,2.0,-3.0,-2.4,2.0,-2.0,-0.1,-1,,
15-12-06,Giants,Jets,2.0,20,23,3.0,2.0,-0.1,-2.0,1.0,0.4,3,Giants,L
15-12-06,Patriots,Eagles,-9.5,28,35,-0.0,1.0,7.0,1.0,-3.0,-1.1,-4,Eagles,W
15-12-06,Raiders,Chiefs,3.0,20,34,-0.0,1.0,1.3,-2.0,1.0,1.7,2,,
15-12-06,Rams,Cardinals,5.5,3,27,2.0,-3.0,0.3,-2.0,1.0,6.1,3,Rams,L
15-12-06,Saints,Panthers,7.0,38,41,-0.0,-2.0,-2.2,-3.0,7.0,1.7,4,Saints,W
15-12-06,Steelers,Colts,-7.0,45,10,4.0,0.0,3.5,-1.0,1.0,-3.6,4,Steelers,W
15-12-06,Titans,Jaguars,-2.5,42,39,0.0,-2.0,-3.5,1.0,1.0,-2.8,0,,
15-12-06,Vikings,Seahawks,0.0,7,38,-2.0,7.0,1.6,-4.0,-2.0,3.9,-3,Seahawks,W
15-12-07,Redskins,Cowboys,-4.0,16,19,-3.0,-1.0,-4.2,3.0,-5.0,-1.8,-3,Cowboys,W
15-12-10,Cardinals,Vikings,-8.5,23,20,-1.0,2.0,7.0,0.0,6.0,0.4,-2,,
15-12-13,Bears,Redskins,-3.5,21,24,1.0,0.0,-1.6,-2.0,-2.0,-1.4,0,,
15-12-13,Bengals,,-3.0,20,33,-2.0,9.0,6.4,-1.0,1.0,2.1,1,,
15-12-13,Broncos,Raiders,-7.0,12,15,-2.0,4.0,1.8,1.0,0.0,-1.4,-4,Raiders,W
15-12-13,Browns,49ers,-1.5,24,10,2.0,-4.0,-2.8,-1.0,0.0,-5.3,4,Browns,W
15-12-13,Buccaneers,Saints,-4.5,17,24,1.0,2.0,-2.0,-2.0,-1.0,-3.2,-1,,
15-12-13,Chiefs,Chargers,-10.5,10,3,-1.0,2.0,3.0,2.0,-5.0,-5.4,-5,Chargers,W
15-12-13,Eagles,Bills,0.0,23,20,-1.0,-2.0,-0.4,-1.0,0.0,0.6,0,,
15-12-13,Jaguars,Colts,0.0,51,16,-1.0,0.0,-4.1,1.0,0.0,-2.2,-3,Colts,L
15-12-13,Jets,Titans,-7.0,30,8,-0.0,2.0,3.5,1.0,-1.0,-4.7,-2,,
15-12-13,Packers,Cowboys,-7.0,28,7,-0.0,2.0,3.6,2.0,-4.0,-0.7,-4,Cowboys,L
15-12-13,Panthers,Falcons,-8.5,38,0,2.0,6.0,5.1,-1.0,-4.0,-0.6,-1,,
15-12-13,Rams,Lions,3.0,21,14,1.0,-4.0,-0.9,0.0,-4.0,-2.6,2,,
15-12-13,Ravens,,11.5,6,35,1.0,-1.0,-2.7,-0.0,-1.0,3.4,2,,
15-12-13,Texans,Patriots,3.5,6,27,1.0,0.0,-0.7,1.0,0.0,6.4,-1,,
15-12-14,Dolphins,Giants,1.5,24,31,-1.0,-4.0,-0.3,0.0,1.0,-0.3,2,,
15-12-17,Rams,Buccaneers,-2.5,31,23,0.0,-3.0,-5.2,0.0,1.0,-1.2,1,,
15-12-19,Cowboys,Jets,3.0,16,19,1.0,-5.0,-0.1,-1.0,3.0,2.0,5,Cowboys,
15-12-20,49ers,Bengals,4.5,14,24,-2.0,-1.0,-5.1,2.0,8.0,3.2,-1,,
15-12-20,Chargers,Dolphins,-1.5,30,14,-1.0,-4.0,-3.9,0.0,-5.0,-4.0,-2,,
15-12-20,Colts,Texans,-2.0,10,16,-0.0,-1.0,-0.3,0.0,-1.0,-0.1,-1,,
15-12-20,Eagles,Cardinals,3.5,17,40,-1.0,-1.0,-0.7,-3.0,1.0,5.5,1,,
15-12-20,Giants,Panthers,5.5,35,38,-0.0,2.0,0.2,-4.0,7.0,5.4,2,,
15-12-20,Jaguars,Falcons,-3.0,17,23,0.0,1.0,-2.8,4.0,-5.0,0.2,-4,Falcons,W
15-12-20,Patriots,Titans,-14.0,33,16,-0.0,1.0,6.5,1.0,-2.0,-2.7,-4,Titans,L
15-12-20,Raiders,Packers,3.0,20,30,-2.0,1.0,-0.6,-1.0,3.0,4.4,-1,,
15-12-20,Ravens,Chiefs,7.5,14,34,1.0,-2.0,-8.0,1.0,1.0,3.9,1,,
15-12-20,Redskins,Bills,1.0,35,25,-0.0,-1.0,-0.8,1.0,-1.0,1.7,-2,,
15-12-20,,Browns,-14.5,30,13,-1.0,0.0,5.3,2.0,-3.0,-6.8,-4,Browns,L
15-12-20,,Broncos,-6.5,34,27,-2.0,2.0,3.6,2.0,3.0,3.0,-3,Broncos,L
15-12-20,Vikings,Bears,-5.5,38,17,3.0,7.0,1.0,0.0,-1.0,-0.5,-2,,
15-12-21,Saints,Lions,-3.0,27,35,-0.0,-0.0,-2.8,-0.0,-5.0,-0.4,-2,,
15-12-24,Raiders,Chargers,-5.0,23,20,0.0,0.0,-2.4,1.0,-3.0,-5.4,-3,Chargers,W
15-12-26,Eagles,Redskins,-3.0,24,38,4.0,-2.0,-0.2,1.0,0.0,-2.1,0,,
15-12-27,Bills,Cowboys,-6.5,16,6,-1.0,-2.0,2.0,3.0,-5.0,-2.2,-3,Cowboys,L
15-12-27,Buccaneers,Bears,-3.0,21,26,2.0,0.0,-1.8,2.0,-2.0,-1.3,-2,,
15-12-27,Cardinals,Packers,-6.0,38,8,-4.0,2.0,6.3,-0.0,4.0,3.4,-2,,
15-12-27,Chiefs,Browns,-11.5,17,13,-3.0,2.0,2.6,1.0,-4.0,-6.1,-5,Browns,W
15-12-27,Dolphins,Colts,-2.5,12,18,-1.0,-6.0,-4.2,0.0,-2.0,0.5,-2,,
15-12-27,Falcons,Panthers,7.0,20,13,-0.0,-4.0,-0.5,-1.0,6.0,6.4,4,Falcons,W
15-12-27,Jets,Patriots,2.5,26,20,-3.0,3.0,2.7,-2.0,2.0,7.8,-1,,
15-12-27,Lions,49ers,-9.0,32,17,1.0,-4.0,-0.5,3.0,-2.0,-4.4,-1,,
15-12-27,Ravens,,11.5,20,17,3.0,-3.0,-7.9,0.0,3.0,4.6,2,,
15-12-27,Saints,Jaguars,-2.5,38,27,-1.0,-1.0,-1.5,0.0,0.0,-1.5,-1,,
15-12-27,,Rams,-11.0,17,23,-1.0,1.0,5.5,-2.0,-2.0,-3.4,-3,Rams,W
15-12-27,Titans,Texans,3.5,6,34,2.0,-3.0,-2.8,-0.0,-0.0,1.4,1,,
15-12-27,Vikings,Giants,-7.0,49,17,-2.0,8.0,1.2,1.0,3.0,-1.2,-3,Giants,L
15-12-28,Broncos,Bengals,-3.5,20,17,-0.0,2.0,1.4,-3.0,9.0,3.6,0,,
16-01-03,49ers,Rams,3.5,19,16,1.0,-3.0,-5.6,-3.0,-1.0,-3.1,3,49ers,W
16-01-03,Bears,Lions,-1.0,20,24,-3.0,-1.0,-1.1,-1.0,-3.0,-0.1,-1,,
16-01-03,Bengals,Ravens,-7.0,24,16,-0.0,10.0,2.4,-2.0,-2.0,-8.9,0,,
